Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
93 Octane.eps_BAN54,2024-02-22,0 days 00:11:03,3510.5400000000004,65.01,50.01338583,1801.171051,0.48692478906379083,"Banner 54""",0.9239588874,Roland,11.05,11.557000002076727,Thursday,1709.3689490000004
94x46 Lalas Decals 2-28-24_x2_HPW54.eps,2024-02-29,0 days 00:52:57,13576.0,251.42,191.415748,9233.096863,0.3198956347230406,"High Performance White 54""",2.948467714,Roland,52.95,189.05200000548737,Thursday,4342.903136999999
96x24 banner GIDDO Simon Min 9-18-24_BAN38.eps,2024-09-18,0 days 00:19:56,4294.38,113.01,98.01377953,2549.708851,0.4062684599406667,"Banner 38""",0.2924945723,Roland,19.933333333333334,5.17899999904701,Wednesday,1744.6711490000002
9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,2024-10-02,0 days 01:53:54,27031.0,500.57,410.5688976,21395.16552,0.2084952269616367,"High Performance White 54""",3.247940472,Roland,113.9,482.57099998296474,Wednesday,5635.834480000001
A frame soft opening int overlays_INT30.eps,2024-03-22,0 days 00:06:01,896.0,29.88,14.87519685,334.4810996,0.6266952013392857,"Intermediate White 30""",0.3224576819,Roland,6.016666666666667,0.7490000001137432,Friday,561.5189004
AAA Home Srevices PERF Prints 1ea  5-7-24_PERF54.eps,2024-05-07,0 days 00:18:58,4212.0,78.0,62.9996063,2960.981496,0.2970129401709402,"Perforated 54""",0.2007064214,Roland,18.966666666666665,4.12699999926235,Tuesday,1251.0185040000001
AJ Brown_CLAYMONT BANNERS_P2_BAN38.eps,2024-09-17,0 days 00:25:56,6136.620000000001,161.49,146.4862205,3810.660243,0.3790294587248356,"Banner 38""",0.4981310006,Roland,25.933333333333334,13.181999998557146,Tuesday,2325.959757000001
All Clings Summer 48 total need 6 of each - 288  7-15-24_EDW54.eps,2024-07-15,0 days 01:07:02,14998.0,277.75,247.7472441,12552.49452,0.1630554393919189,"Ez Dot (White) 54""",0.9482609198,Roland,67.03333333333333,82.65999999527541,Monday,2445.50548
all logos for print and cut NEW 2-22-24.eps_HPW36,2024-02-23,0 days 00:17:05,3228.0,89.67,59.66653543,1911.795664,0.40774607682775715,"High Performance White 36""",0.9726311421,Roland,17.083333333333332,12.91300000095936,Friday,1316.204336
Alpine Urban 5x3 banner 7 23 24_BAN63.eps,2024-07-24,0 days 00:10:01,3213.6299999999997,51.01,36.01377953,2196.840551,0.3163990406487368,"Banner 63""",0.6773145184,Roland,10.016666666666667,10.33299999862608,Wednesday,1016.7894489999999
Alrata Family Dentistry_Sample Print_TW24.eps,2024-08-15,0 days 00:15:02,3942.0,149.06,44.05511811,688.3525482,0.8253798710806697,"Translucent White 24""",7.638132544,Roland,15.033333333333333,36.512000001053806,Thursday,3253.6474518
AMA Mag Layout 12x24 NEW with Figure  8-28-24_MAG24.eps,2024-09-03,0 days 00:05:59,1263.0,52.64,22.63779528,543.6190247,0.5695811364212193,"Magnet 24""",0.9954618499,Roland,5.983333333333333,3.757999999782609,Tuesday,719.3809753
AMA Mag Layout 12x24 NEW with Figure  8-28-24_P2_MAG24.eps,2024-09-03,0 days 00:11:13,2975.0,123.98,33.97559055,815.8823408,0.7257538350252102,"Magnet 24""",2.984724486,Roland,11.216666666666667,16.9110000019497,Tuesday,2159.1176592
American Eagle  Rear Loader #102 A 6 13 24  (Type)_HPW36.eps,2024-06-13,0 days 00:24:02,5242.0,145.6,115.5972441,3614.006753,0.31056719706219,"High Performance White 36""",0.3407542055,Roland,24.033333333333335,8.551999998542708,Thursday,1627.9932469999999
American Eagle IZUZU #106 DOORS 7 23 24_HPW36.eps,2024-07-24,0 days 00:09:59,2663.0,73.97,43.97204724,1430.909278,0.46267019226436346,"High Performance White 36""",0.2535003481,Roland,9.983333333333333,2.5190000005036093,Wednesday,1232.090722
American Eagle IZUZU #106 DOORS 9 24 24_v2_HPW54.eps,2024-09-24,0 days 00:08:57,2708.0,50.14,20.13897638,818.141951,0.6978796340472674,"High Performance White 54""",0.2560924785,Roland,8.95,1.454999999975108,Tuesday,1889.858049
American Eagle izuzu reflective logo #106 7 23 24_RFVW48.eps,2024-07-24,0 days 00:21:56,5734.0,119.46,89.45787402,3534.818711,0.3835335348796652,"Reflective White Vinyl 48""",0.3055726724,Roland,21.933333333333334,7.500999999790232,Wednesday,2199.181289
American Eagle Rear Loader 102 logos B 6 13 24_Friendship Village Bocce 6-13-24_HPW36.eps,2024-06-13,0 days 00:15:00,3040.0,84.46,54.45826772,1854.604179,0.38993283585526317,"High Performance White 36""",0.442574221,Roland,15.0,5.6999999985018714,Thursday,1185.395821
ANOTHER WILD GOOSE CHASE MAG 18x13.5  10-11-2021_MAG24.eps,2024-03-22,0 days 00:05:04,1540.0,28.51,13.51377953,243.434245,0.841925814935065,"Magnet 24""",0.2218258158,Roland,5.066666666666666,0.3749999999359866,Friday,1296.565755
Army Corpantna_Department of Defense_HPW30.eps,2024-03-29,0 days 00:05:00,1187.0,39.57,9.569291339,243.7494411,0.7946508499578769,"High Performance White 30""",0.4932934388,Roland,5.0,0.8350000000402573,Friday,943.2505589
ASSUMPTION FISH FRY SOLD OUT  EZ-DOT  SMALL 1x3  2-28-24_EDW54.eps,2024-02-28,0 days 00:07:58,1617.0,29.94,14.94448819,727.296464,0.5502186369820655,"Ez Dot (White) 54""",0.8171193309,Roland,7.966666666666667,4.127000000205666,Wednesday,889.703536
Assumption Golf Tour 3x8 banner  2024  8-5-24_BAN38.eps,2024-08-05,0 days 00:20:00,4864.379999999999,128.01,98.01377953,3529.846647,0.27434808814278483,"Banner 38""",0.2710010082,Roland,20.0,6.643000000891593,Monday,1334.5333529999994
Atech Ernst Concrete Fairborn OH_HPW36.eps,2024-07-05,0 days 00:18:57,4401.0,122.26,62.26377953,1908.980999,0.566239264030902,"High Performance White 36""",0.05627204403,Roland,18.95,0.7459879363066764,Friday,2492.0190009999997
Atech ERNST decal 9 25 24_HPW36.eps,2024-09-26,0 days 00:06:03,2190.0,60.83,30.83346457,936.1355461,0.5725408465296803,"High Performance White 36""",0.01984328026,Roland,6.05,0.1290000000181281,Thursday,1253.8644539
ATTENTION Mags 12x12  3-14-24_MAG24.eps,2024-03-18,0 days 00:07:59,1296.0,53.99,23.99330709,551.8366168,0.5742001413580247,"Magnet 24""",0.5806066329,Roland,7.983333333333333,2.2249999999387193,Monday,744.1633832
AW Banner NEW 24x60  7-1-24_BAN63.eps,2024-07-01,0 days 00:15:00,4213.44,66.88,51.88425197,3206.732748,0.23892763442697648,"Banner 63""",0.8104099108,Roland,15.0,18.047000001848048,Monday,1006.7072519999997
Backsplash & Mirror_HPW48.eps,2024-05-13,0 days 00:14:54,4745.0,98.86,38.86141732,1433.550256,0.697881927081138,"Water Damaged HP White 54"" to 48""",1.115064751,Roland,14.9,11.100703883698793,Monday,3311.449744
Banner #2  BD PopUp 60thCheckboxes   5-13-24_RUB36.eps,2024-05-13,0 days 00:17:02,3697.0,102.71,87.70826772,2762.775902,0.25269788964024886,"Roll-up Banner 36""",0.7191723362,Roland,17.033333333333335,13.797999998877792,Monday,934.2240980000001
Banner_BAN54.eps,2024-03-15,0 days 01:01:59,13885.56,257.14,242.1389764,12622.70484,0.09094736978559015,"Banner 54""",0.7809128175,Roland,61.983333333333334,68.45300000746727,Friday,1262.8551599999992
Barnard Boat Numbers & Flat Roof & Cool Dell No Climbing_HPW54.eps,2024-05-21,0 days 00:10:04,3134.0,58.03,28.02795276,1466.402626,0.5320987153797064,"High Performance White 54""",0.4689025973,Roland,10.066666666666666,4.775000000131532,Tuesday,1667.597374
Bess Bakery Mag_MAG24.eps,2024-05-10,0 days 00:09:05,2463.0,102.61,42.61102362,907.8496671,0.6314049260657735,"Magnet 24""",0.7435944788,Roland,9.083333333333334,4.688000000249847,Friday,1555.1503329
Best Love & Care Window Perf Services_PERF54.eps,2024-04-25,0 days 00:28:00,5603.0,103.75,88.75,3372.5,0.3980903087631626,"Perforated 54""",1.528983247,Roland,28.0,35.809000003524304,Thursday,2230.5
Beyond Storage Promasters 7 18 24_HPW54.eps,2024-07-19,0 days 01:28:59,22746.0,421.22,361.2220472,18126.2361,0.2031022553415986,"High Performance White 54""",0.2197707223,Roland,88.98333333333333,27.664000001925935,Friday,4619.763900000002
Beyond Storage repaired copy 7 24 24_HPW36.eps,2024-07-25,0 days 00:14:02,2943.0,81.76,51.76377953,1672.255391,0.43178546007475366,"High Performance White 36""",0.2383559366,Roland,14.033333333333333,2.7679999996958626,Thursday,1270.744609
Beyond Storage repaired copy 7 24 24_HPW54.eps,2024-07-25,0 days 00:05:59,2181.0,40.39,10.38897638,533.1549054,0.7555456646492434,"High Performance White 54""",0.2401103295,Roland,5.983333333333333,0.8890000000703842,Thursday,1647.8450946
Binnington Mask Print on trans white with laminate  3-25-24_TW30.eps,2024-06-03,0 days 00:05:56,1380.0,46.01,16.01377953,416.57893,0.6981312101449275,"Translucent White 30""",1.057067384,Roland,5.933333333333334,3.0579999983654105,Monday,963.42107
Block Advisors 4.2.24_INT30.eps,2024-04-02,0 days 00:20:59,3113.0,103.78,88.77795276,2399.451361,0.22921575297141025,"Intermediate White 30""",0.2642404053,Roland,20.983333333333334,4.403000000890809,Tuesday,713.5486390000001
Bomarrito License plate 4 2 24_HPW36.eps,2024-04-03,0 days 00:09:03,2232.0,61.99,31.98622047,1020.889339,0.5426123033154122,"High Performance White 36""",1.12208048,Roland,9.05,7.954999996750018,Wednesday,1211.1106610000002
Bomarrito License plate 4 26 24_HPW36.eps,2024-04-26,0 days 00:15:00,2881.0,80.03,50.02795276,1590.455585,0.4479501614022909,"High Performance White 36""",1.200471122,Roland,15.0,13.259000004278585,Friday,1290.544415
Bommarito Integrity Wall 5 24 24_HPW60.eps,2024-05-24,0 days 00:16:01,9016.8,150.28,120.2779528,6809.058025,0.24484761500754137,"High Performance White 60""",8.459319893e-05,Roland,16.016666666666666,0.004000000000241236,Friday,2207.741974999999
Bommarito Magnetics 8 12 24_MAG24.eps,2024-08-13,0 days 00:16:55,2448.0,102.01,72.01377953,1621.302355,0.3377032863562091,"Magnet 24""",0.4455973296,Roland,16.916666666666668,5.016999999042994,Tuesday,826.697645
Bommarito white pick up logos 1 9 24_HPW54.eps,2024-08-12,0 days 01:08:00,18392.0,340.59,250.5877953,11645.32786,0.366826453892997,"High Performance White 54""",1.795864515,Roland,68.0,145.23216020357563,Monday,6746.672140000001
Bommarrito Black Terrain 2 27 24_HPW30.eps,2024-02-27,0 days 00:07:01,1669.0,55.63,25.62519685,697.5703193,0.5820429482923907,"High Performance White 30""",0.2879709679,Roland,7.016666666666667,1.395000000188424,Tuesday,971.4296807
Bora Bora interior_BAN63.eps,2024-04-02,0 days 00:21:58,3250.8,51.6,36.59685039,1693.612905,0.4790165789959395,"Banner 63""",0.5337890359,Roland,21.966666666666665,6.277999998248252,Tuesday,1557.1870950000002
Bridgeton City of_sample print cut_HPW30.eps,2024-06-20,0 days 00:08:58,1825.0,60.82,30.81929134,746.0816556,0.5911881339178082,"High Performance White 30""",1.118869488,Roland,8.966666666666667,5.797000000051142,Thursday,1078.9183444
Broadway Realty Lexus_McCarthy_Manachester 270 Logos_HPW36.eps,2024-04-11,0 days 00:14:56,3128.0,86.88,56.87519685,1891.100295,0.3954282944373402,"High Performance White 36""",0.8326581112,Roland,14.933333333333334,10.934999998086546,Thursday,1236.899705
BRR Carrier LLC Decals 16x20 need 2 5-8-24_HPW24.eps,2024-05-08,0 days 00:08:02,1536.0,64.01,34.01377953,721.8420361,0.5300507577473959,"High Performance White 24""",0.7032009423,Roland,8.033333333333333,3.5249999998421564,Wednesday,814.1579639
BUBBY_R2P_INT30.eps,2024-08-09,0 days 00:06:58,681.0,22.71,7.708267717,368.1759998,0.4593597653450808,"Intermediate White 30""",0.123201947,Roland,6.966666666666667,0.3150000000974418,Friday,312.8240002
Buick Roadmaster Panel 6 14 24_HPW36.eps,2024-06-14,0 days 00:05:57,2147.0,39.76,9.763779528,330.0695641,0.8462647582207732,"High Performance White 36""",0.6417556267,Roland,5.95,1.4709999997471617,Friday,1816.9304359
Building Need 2 5-22-24_HPW48.eps,2024-05-22,0 days 00:13:00,4115.0,85.74,55.73622047,2181.436673,0.46988173195625754,"Water Damaged HP White 54"" to 48""",0.2833215411,Roland,13.0,4.2920000000445615,Wednesday,1933.5633269999998
C1_Clement Ford Windows_PERF60.eps,2024-04-29,0 days 01:04:04,7588.2,126.47,111.4720472,5991.622539,0.21040265952399778,"Perforated 60""",0.6612112118,Roland,64.06666666666666,27.511999997641542,Monday,1596.5774609999999
C2_Clement Ford Windows_PERF60.eps,2024-04-29,0 days 01:07:01,7588.2,126.47,111.4720472,5991.622539,0.21040265952399778,"Perforated 60""",0.9541802679,Roland,67.01666666666667,39.70199999596318,Monday,1596.5774609999999
C3_Clement Ford Windows_PERF60.eps,2024-04-29,0 days 02:08:02,16076.4,267.94,222.9440945,11899.59716,0.2598095867233958,"Perforated 60""",2.074251059,Roland,128.03333333333333,171.40800007502355,Monday,4176.80284
C3_REDO_Clement Ford Windows_PERF60.eps,2024-05-01,0 days 01:09:59,7588.2,126.47,111.4720472,6172.742673,0.18653400371629636,"Perforated 60""",1.035966075,Roland,69.98333333333333,44.40799999258901,Wednesday,1415.457327
C4_Clement Ford Windows_PERF60.eps,2024-04-29,0 days 02:07:58,16976.4,282.94,222.9440945,11899.59716,0.29905061379326603,"Perforated 60""",1.842003869,Roland,127.96666666666667,152.2160000573709,Monday,5076.802840000002
C4_REDO_Clement Ford Windows_PERF60.eps,2024-05-02,0 days 01:09:03,7588.2,126.47,111.4720472,6172.742673,0.18653400371629636,"Perforated 60""",0.9214237984,Roland,69.05,39.49800000209326,Thursday,1415.457327
C5_Clement Ford Windows_PERF60.eps,2024-04-30,0 days 01:06:01,8488.2,141.47,111.4720472,5712.942421,0.3269547818147547,"Perforated 60""",0.6344079343,Roland,66.01666666666667,25.169000000565628,Tuesday,2775.257579000001
C5_REDO_Clement Ford Windows_PERF60.eps,2024-05-02,0 days 01:02:02,7588.2,126.47,111.4720472,5768.634558,0.23978880920376375,"Perforated 60""",0.6350230653,Roland,62.03333333333333,25.438999997337987,Thursday,1819.565442
Campus Security Tacoma Truck FINAL 9-20-24_HPW54.eps,2024-09-23,0 days 00:24:01,6873.0,127.28,97.27795276,4690.942034,0.31748260817692425,"High Performance White 54""",0.7323185781,Roland,24.016666666666666,23.856000002002787,Monday,2182.0579660000003
Campus Security Tacoma_reprint_HPW30.eps,2024-09-30,0 days 00:03:01,1015.0,33.85,3.847244094,75.55442123,0.9255621465714285,"High Performance White 30""",0.3487817069,Roland,3.0166666666666666,0.1830000000030625,Monday,939.44557877
Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,2024-05-07,0 days 01:32:01,26148.0,535.17,370.1669291,18220.37407,0.3031828793789199,"High Performance White 54""",1.766279434,Roland,92.01666666666667,223.48799999741584,Tuesday,7927.625929999998
Caplaco Clover Moon_HPW36.eps,2024-08-28,0 days 00:14:01,3115.0,57.68,42.68031496,1409.038508,0.547660190048154,"High Performance White 36""",0.2429230983,Roland,14.016666666666667,2.3769999999122873,Wednesday,1705.961492
Caplaco Golden Oak_HPW24.eps,2024-04-09,0 days 00:16:57,2506.0,104.42,74.41653543,1594.769793,0.3636193962490024,"High Performance White 24""",0.4306176372,Roland,16.95,4.769000000969396,Tuesday,911.2302070000001
Caplaco NO SMOKE_HPW36.eps,2024-04-29,0 days 00:13:58,4028.0,111.89,51.88897638,1646.739566,0.59117687040715,"High Performance White 36""",0.4522682369,Roland,13.966666666666667,5.1720000010298,Monday,2381.260434
Caplaco Silver Pancake House_HPW30.eps,2024-03-18,0 days 00:10:04,2031.0,67.71,37.70826772,813.3406123,0.5995368723289021,"High Performance White 30""",0.4787366992,Roland,10.066666666666666,2.7040000004014506,Monday,1217.6593877
Caplaco Urgent Vet_P1_HPW24.eps,2024-08-29,0 days 00:11:02,3321.0,52.71,37.70826772,810.193308,0.7560393532068654,"High Performance White 24""",0.3257889165,Roland,11.033333333333333,1.832999999783825,Thursday,2510.806692
Cardinal Birds Final 8in tall 10-23-23_HPW54.eps,2024-07-19,0 days 00:05:02,2159.0,39.97,9.972440945,353.0518926,0.8364743433997222,"High Performance White 54""",0.1900683764,Roland,5.033333333333333,0.4660000000793692,Friday,1805.9481074
Cath Renewal Center 1 - window decal   5-7-24_HPW24.eps,2024-05-08,0 days 00:05:00,1097.0,45.69,15.69448819,301.6801934,0.7249952658158614,"High Performance White 24""",0.2453459047,Roland,5.0,0.5139999998596804,Wednesday,795.3198066
Central Bank ATM Various Decals 4''x4''  6-3-24_HPW54.eps,2024-06-03,0 days 00:09:00,2630.0,48.69,18.69448819,976.2644454,0.6287967888212928,"High Performance White 54""",0.2495717233,Roland,9.0,1.6920000002430329,Monday,1653.7355546
Central yard # Decals 2 total & AAA 2x3_6-28-24_HTV54.eps,2024-06-28,0 days 00:25:58,3942.5400000000004,73.01,43.01377953,2133.957632,0.4587353249428034,High Tack Vinyle,1.050397612,Roland,25.966666666666665,15.566000005291492,Friday,1808.5823680000003
Central yard # Decals 6 total 6-13-24_HTV54.eps,2024-06-14,0 days 00:07:58,2654.1,49.15,19.15275591,936.3510906,0.647205798349723,High Tack Vinyle,1.053604796,Roland,7.966666666666667,6.850999998583267,Friday,1717.7489093999998
CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24_INT54.eps,2024-04-24,0 days 00:29:02,6982.0,129.29,114.2917323,5798.685531,0.1694807317387568,"Intermediate White 54""",0.3249426081,Roland,29.033333333333335,13.084999999964399,Wednesday,1183.314469
CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5_INT54.eps,2024-04-24,0 days 00:12:00,2524.0,46.74,31.73622047,1610.163384,0.36205888114104595,"Intermediate White 54""",0.3119385305,Roland,12.0,3.4879999990962998,Wednesday,913.836616
Clayco Tilt Up Stickers Need 200  8-2-24_INT30.eps,2024-08-05,0 days 00:08:56,1267.0,42.24,27.23622047,758.828982,0.40108209786898186,"Intermediate White 30""",0.2918602284,Roland,8.933333333333334,1.5380000000212461,Monday,508.171018
Clearway Solution Final Logo 5-2-24 & Integrative glass logo & Motion Glass Logo_HPW48.eps,2024-05-03,0 days 00:23:04,5467.0,113.89,83.88897638,3223.879784,0.4103018503749771,"Water Damaged HP White 54"" to 48""",0.4525627808,Roland,23.066666666666666,10.132000000082941,Friday,2243.120216
CLOVER Decals 1000 green 9-18-24_RFVW48.eps,2024-09-19,0 days 00:18:01,3997.0,83.26,53.26377953,2489.326773,0.3772012076557419,"Reflective White Vinyl 48""",0.3630475556,Roland,18.016666666666666,6.2760000001894864,Thursday,1507.6732270000002
CLS Logo  9-12-24_ + seven holy elevator_HPW54.pdf,2024-09-13,0 days 00:10:02,2773.0,51.35,21.34724409,992.638446,0.6420344587089795,"High Performance White 54""",0.2268862353,Roland,10.033333333333333,1.5640000001873773,Friday,1780.361554
codes and standards pullup Need 2  5-10-24_RUB36.eps,2024-05-13,0 days 00:17:04,3697.0,102.71,87.70826772,2762.775902,0.25269788964024886,"Roll-up Banner 36""",0.7651434915,Roland,17.066666666666666,14.679999999224595,Monday,934.2240980000001
Color Matching Covenant Presbeterian Church_HPW30.eps,2024-07-16,0 days 00:03:01,1020.0,34.0,4.0,63.77637795,0.9374741392647059,"High Performance White 30""",0.1354733567,Roland,3.0166666666666666,0.059999999993433084,Tuesday,956.22362205
Commece 4x4 pardon ou constuct Banners 4 15 24_BAN54.eps,2024-04-22,0 days 00:14:05,3518.1000000000004,65.15,50.15275591,2516.681087,0.28464765441573586,"Banner 54""",0.3296341376,Roland,14.083333333333334,5.760999998107469,Monday,1001.4189130000004
Commece Financial Advisor & vilhelms truck 8 12 24_HPW54.eps,2024-08-12,0 days 00:10:57,3247.0,60.13,30.12519685,1399.137489,0.5690984019094549,"High Performance White 54""",0.2966170253,Roland,10.95,2.8819999998117463,Monday,1847.862511
Commecial Development Priv Prop sign 7 30 24_p2_RFVW48.eps,2024-08-05,0 days 00:09:02,2698.0,56.21,26.20826772,1019.573842,0.6221001326908822,"Reflective White Vinyl 48""",0.4591565425,Roland,9.033333333333333,3.2510000008066755,Monday,1678.426158
Commecial Development Priv Prop sign 7 30 24_RFVW48.eps,2024-08-05,0 days 00:20:59,4819.0,100.4,70.40275591,2941.255292,0.38965443203984235,"Reflective White Vinyl 48""",0.5559259015,Roland,20.983333333333334,11.354999998241288,Monday,1877.7447080000002
