Printer,Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Lenght,Print Lenght,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq in,MATERIAL FORMULA 1,MATERIAL FORMULA 2
Roland,LabCorp_HPW24.eps,05/08/2024,0:04:55,982,40.90,10.90275591,219.2655816,0.7766393561,"High Performance White 24""",0.2246043344,"High Performance White 24""",
Roland,Labels for production.eps,04/23/2024,0:04:00,0,6.71,6.707874016,149.1551246,Can't Estimate Waste,,0.07723502648,,
Roland,Landmark Builders Sprinter damaged side 250 3 15 24_HPW30.eps,03/18/2024,0:13:56,2656,88.54,58.54173228,1417.193928,0.4664685638,"High Performance White 30""",0.5037786192,"High Performance White 30""",
Roland,Landmark Builders Sprinter damaged side 250 3 15 24_side_HPW30.eps,03/21/2024,0:17:02,2948,98.26,68.26377953,1921.813522,0.3480766662,"High Performance White 30""",0.5418132342,"High Performance White 30""",
Roland,Legacy Law Center  Redo 1-23-24.eps,01/24/2024,0:01:02,0,5.17,5.166141732,122.0490815,Can't Estimate Waste,,0.2819849161,,
Roland,Lemay Ferry 32x216 2-1-24.eps,02/02/2024,0:44:59,0,218.01,218.0137795,47530.00806,Can't Estimate Waste,,0.07274528536,,
Roland,letter i for eclipse logo.eps,02/14/2024,0:03:59,0,4.11,4.111023622,101.061585,Can't Estimate Waste,,0.8079034182,,
Roland,Lexus Cortesy Car Decals 3 8 23_INT54.eps,07/12/2024,0:43:59,7747,143.46,128.4582677,6067.832481,0.2167250451,"Intermediate White 54""",0.6648436674,"Intermediate White 54""",
Roland,LGW ad DOT Decals 3x15 4-24-24_HPW48.eps,04/24/2024,0:09:57,2669,55.61,25.61102362,1195.530649,0.5521231781,"Water Damaged HP White 54"" to 48""",0.3449648073,"Water Damaged HP White 54"" to 48""",
Roland,Lights Out Green Mags  10-11-24_MAG24.eps,10/14/2024,0:09:02,1795,74.79,44.79015748,1075.580967,0.4007784564,"Magnet 24""",0.6860069328,"Magnet 24""",
Roland,LittleBessBakery INT decals_INT30.eps,04/04/2024,0:17:03,2495,83.17,68.16653543,1758.106195,0.2953471064,"Intermediate White 30""",0.2251604602,"Intermediate White 30""",
Roland,Liz and Courtney B Day Prints 4.30.24_HPW24.eps,05/02/2024,0:04:00,941,39.21,9.208267717,209.4880906,0.7773767894,"High Performance White 24""",1.059267853,"High Performance White 24""",
Roland,LOGO 80x53.33 9-18-24_HPW60.eps,09/19/2024,0:28:59,7770,129.50,99.5,5429.644488,0.3012040556,"High Performance White 60""",0.3903106372,"High Performance White 60""",
Roland,Logo for Front Door Americlock and McShane  4-23-24_HPW24.eps,04/23/2024,0:07:01,1371,57.13,27.12519685,544.7572506,0.602658371,"High Performance White 24""",0.2582581505,"High Performance White 24""",
Roland,Luxury Salon_Banner_BAN30.eps,06/17/2024,0:19:00,0,98.06,98.05551181,2554.886546,Can't Estimate Waste,,0.3136014009,,
Roland,Luz Landscaping Mags 24x12_MAG24.eps,03/20/2024,0:05:57,1008,42.01,12.01338583,267.1275662,0.7350769275,"Magnet 24""",0.5331385376,"Magnet 24""",
Roland,Machine Unit Number decals 2x ea - 40  6x16  6-26-24_HPW30.eps,06/27/2024,0:33:00,5873,195.77,165.7685039,4533.246477,0.228128055,"High Performance White 30""",0.3974476149,"High Performance White 30""",
Roland,MAGS - Logo Web 6-13-24 & Phillips Route 66_MAG24.eps,06/14/2024,0:14:58,2319,96.62,66.62480315,1466.663728,0.3675434603,"Magnet 24""",1.127227713,"Magnet 24""",
Roland,Mags 12x24 7-16-24_MAG24.eps,07/18/2024,0:10:58,1584,66.00,36,836.9858268,0.4715998568,"Magnet 24""",0.7711098317,"Magnet 24""",
Roland,Mags 12x24 7-16-24_p2_MAG24.eps,07/18/2024,0:15:02,2160,90.00,60,1394.976378,0.3541776028,"Magnet 24""",0.7709033766,"Magnet 24""",
Roland,MAGS 3 - 12x24_2-23-23_MAG24.eps,03/27/2024,0:15:05,2372,98.83,68.83188976,1652.913825,0.3031458819,"Magnet 24""",0.6434600424,"Magnet 24""",
Roland,Mahn Truck Doors NEW  7-30-24.eps,07/31/2024,0:26:03,0,145.50,145.5,3297.980906,Can't Estimate Waste,,0.6142521919,,
Roland,Mak Queen Banner need 2 6-11-24_BAN38.eps,06/12/2024,0:13:03,3311,87.12,72.12480315,1731.989121,0.4768578012,"Banner 38""",0.7514319715,"Banner 38""",
Roland,Marathon 4 x 4_BAN54.eps,02/28/2024,0:25:59,7021,130.03,100.0267717,5002.716904,0.2875089917,"Banner 54""",1.043720862,"Banner 54""",
Roland,Master Com mags_MAG24.eps,10/10/2024,0:17:03,2927,121.97,91.97244094,1793.426389,0.3873525941,"Magnet 24""",0.4623284263,"Magnet 24""",
Roland,May 14th Decal Need 4  4-29-24_INT30.eps,05/02/2024,0:04:59,719,23.96,8.958267717,262.1527714,0.6352647104,"Intermediate White 30""",0.5701713516,"Intermediate White 30""",
Roland,MC IND TRUCK DOOR LOGO 10-1-24_HPW54.eps,10/01/2024,1:50:04,27232,504.30,384.296063,19107.987,0.2983256522,"High Performance White 54""",2.193672834,"High Performance White 54""",
Roland,McAlisters Deli tenant panel print NEW Need 1  3-25-24_TW24.eps,03/25/2024,0:24:57,8178,151.44,121.4444882,2103.332472,0.7428060816,"Translucent White 24""",1.150448648,"Translucent White 24""",
Roland,McCarthy_Crane DUDE_P1_TW60.eps,08/29/2024,0:49:59,7032,117.21,87.20826772,4359.177363,0.380137959,"Translucent White 60""",1.253928332,"Translucent White 60""",
Roland,McCarthy_Crane DUDE_P2_TW60.eps,08/29/2024,0:51:03,7032,117.21,87.20826772,4359.177363,0.380137959,"Translucent White 60""",1.000988865,"Translucent White 60""",
Roland,Meadow Brook Woodgrain 4 17 24_HPW24.eps,05/17/2024,0:06:00,1135,47.31,17.30551181,386.7236834,0.6593740097,"High Performance White 24""",1.287989387,"High Performance White 24""",
Roland,Melanie's mug_r2p_INT54.eps,08/12/2024,0:08:04,2196,40.67,10.66692913,215.4089748,0.9019091145,"Intermediate White 54""",0.2740832876,"Intermediate White 54""",
Roland,Menchies tenant panels_TW30.eps,04/19/2024,0:36:56,5692,105.42,90.41653543,2596.948002,0.5437942494,"Translucent White 30""",0.7662040203,"Translucent White 30""",
Roland,Menu Side Decal Overlay 2-1-24.eps,02/01/2024,0:05:56,0,9.63,9.62519685,215.4945155,Can't Estimate Waste,,0.2986990173,,
Roland,Mercy - Coming Soon Banner 42''x360''  FINAL  10-1-24_BAN63.eps,10/02/2024,1:37:00,23753,377.03,362.0275591,7969.594868,0.6644767662,"Banner 63""",0.5925079102,"Banner 63""",
Roland,Meyer Landscape Chevy 550_HPW48.eps,05/22/2024,0:23:05,5268,109.75,79.75,3621.968701,0.312458485,"Water Damaged HP White 54"" to 48""",0.3493878894,"Water Damaged HP White 54"" to 48""",
Roland,Meyer Landscape Common Cents pick up 5 30 24_HPW24.eps,06/03/2024,0:17:00,2713,113.05,83.04645669,1702.419667,0.3725221041,"High Performance White 24""",0.2371777112,"High Performance White 24""",
Roland,Meyer MP Landscaping 2024 logo_HPW48.eps,05/23/2024,0:24:58,5304,110.50,80.5,3667.218701,0.3085937593,"Water Damaged HP White 54"" to 48""",0.5604552572,"Water Damaged HP White 54"" to 48""",
Roland,MIAAA  31.5x16 Plat-Gold-Silver-Bronze Sponsor  FINAL New 3-14-24_BAN38.eps,03/18/2024,0:13:01,3041,80.01,65.01377953,2341.391922,0.2299379274,"Banner 38""",0.2909653841,"Banner 38""",
Roland,Midas Construction_SAMPLE_PERF54.eps,08/14/2024,0:09:03,1592,29.47,14.47244094,640.6049352,0.597486534,"Perforated 54""",1.698269776,"Perforated 54""",
Roland,Midwest Roofing & Const yard signs 11 12 24_MAG24.eps,07/18/2024,0:07:57,1308,54.49,24.48622047,558.4207902,0.5729648208,"Magnet 24""",0.4835063535,"Magnet 24""",
Roland,MiniSo_INT54.eps,10/02/2024,0:16:03,2607,48.28,33.27795276,1276.576332,0.5103292271,"Intermediate White 54""",1.216228095,"Intermediate White 54""",
Roland,Miss Kims Dance  8 2 24.eps,08/05/2024,0:26:56,0,139.00,139,19321,Can't Estimate Waste,,0.232079913,,
Roland,Missing_S.eps,09/24/2024,0:06:00,0,10.39,10.38897638,49.05723727,Can't Estimate Waste,,0.3052760578,,
Roland,Mission Towing Final Logo 22.5x38 4-15-24_HPW54.eps,04/15/2024,0:19:56,3784,70.07,40.06929134,1891.033922,0.500221195,"High Performance White 54""",0.1522214894,"High Performance White 54""",
Roland,MMAA Traile Logo 2 29 24_HPW54.eps,03/04/2024,1:07:05,16853,312.08,222.0838583,10366.94445,0.3848433755,"High Performance White 54""",1.821685463,"High Performance White 54""",
Roland,Mo Amer Water Hypochlorite 5 1 24_HTV54.eps,05/02/2024,0:07:00,2381,44.08,14.08346457,617.7151721,0.7405110972,High Tack Vinyle,0.882115293,High Tack Vinyle,
Roland,Mo Amer water switch salt tanks 9 10 24_HPW54.eps,09/11/2024,0:09:01,2792,51.71,21.70826772,911.4395679,0.6735819771,"High Performance White 54""",0.4802951457,"High Performance White 54""",
Roland,Mo Amer water switch salt tanks 9 10 24_P2_HPW54.eps,09/11/2024,0:05:58,2252,41.71,11.70826772,485.7271663,0.7843365832,"High Performance White 54""",0.4506233441,"High Performance White 54""",
Roland,Mo American WaterDanger Decal 7 14 24_RFVW30.eps,07/16/2024,0:11:01,2226,74.21,44.20826772,1127.919996,0.4933538492,"Reflective White Vinyl 30""",0.7720122023,"Reflective White Vinyl 30""",
Roland,MODOT High Flow 6 14 24_RFVW30.eps,06/18/2024,0:08:59,4007,95.42,35.41653543,903.6096767,0.774520045,"Reflective White Vinyl 30""",0.9501093472,"Reflective White Vinyl 30""",
Roland,module logo for channel letters_TW24.eps,08/12/2024,0:09:01,1645,68.53,38.52795276,742.1939875,0.5487279535,"Translucent White 24""",0.3880387134,"Translucent White 24""",
Roland,Molner f250 9 30 24_HPW54.eps,10/01/2024,0:23:58,7112,131.69,71.69448819,3454.263022,0.5142709872,"High Performance White 54""",0.4944151587,"High Performance White 54""",
Roland,Motion Ortho Creve Coeur 2 114 24_RUB36.eps,03/18/2024,0:41:58,8261,229.47,199.4716535,6042.263395,0.2685778515,"Roll-up Banner 36""",0.5433725386,"Roll-up Banner 36""",
Roland,Motion Orto Creve Coeur  Insert 5 3 24_RUB36.eps,05/03/2024,0:03:57,937,26.03,11.02755906,211.9722611,0.7737737007,"Roll-up Banner 36""",0.280565012,"Roll-up Banner 36""",
Roland,MU STL GARDEN HL 8 9 24_TW24.eps,08/12/2024,0:07:05,1526,63.60,33.59724409,671.4687005,0.5600774386,"Translucent White 24""",0.07849062803,"Translucent White 24""",
Roland,MUTLEY CRUE 8in tall PAW  6-7-24_HPW36.eps,06/10/2024,0:05:05,1546,42.94,12.94448819,431.6579111,0.7207907688,"High Performance White 36""",0.5604438001,"High Performance White 36""",
Roland,MVP Tracktime E36 BMW M3 3 20 24_HPW24.eps,03/20/2024,0:12:04,2042,85.07,55.06929134,630.2181735,0.6913211554,"High Performance White 24""",1.407969553,"High Performance White 24""",
Roland,NAIC4 Various Set #1  8-1-24_P1_INT60.eps,08/30/2024,0:22:00,5714,95.24,80.23622047,4717.194804,0.1744746587,"Intermediate White 60""",0.3868027664,"Intermediate White 60""",
Roland,NAIC4 Various Set #1  8-1-24_P2_INT60.eps,08/30/2024,0:24:02,2866,95.54,80.54173228,4735.156253,-0.6520376801,"Intermediate White 60""",0.3865823855,"Intermediate White 60""",
Roland,NAIC4 Various Set #1  8-1-24_P3_INT60.eps,08/30/2024,0:24:00,5728,95.47,80.47244094,4741.157418,0.1723340314,"Intermediate White 60""",0.3976952954,"Intermediate White 60""",
Roland,NAIC4 Various Set #1  8-1-24_P4_INT60.eps,08/30/2024,0:31:56,5691,94.85,79.84724409,4702.091035,0.1737431628,"Intermediate White 60""",0.3895458395,"Intermediate White 60""",
Roland,NAIC4 Various Set #1  8-1-24_P5_INT60.eps,08/30/2024,0:24:56,5728,95.47,80.47244094,4731.082522,0.1740928106,"Intermediate White 60""",0.8322086925,"Intermediate White 60""",
Roland,NAIC4 Various Set #2  8-1-24_P1_INT60.eps,08/30/2024,0:26:01,5746,95.77,80.77401575,4752.183393,0.1730214513,"Intermediate White 60""",0.4191656414,"Intermediate White 60""",
Roland,NAIC4 Various Set #2  8-1-24_P2_INT60.eps,08/30/2024,0:24:57,5728,95.47,80.47244094,4734.440821,0.1735065509,"Intermediate White 60""",0.4172387141,"Intermediate White 60""",
Roland,NAIC4 Various Set #2  8-1-24_P3_INT60.eps,08/30/2024,0:29:00,6896,114.93,99.93031496,5875.036982,0.1480291074,"Intermediate White 60""",0.4089819362,"Intermediate White 60""",
Roland,Name decal overlay Morgan Geiler  3-22-24_INT30.eps,03/22/2024,0:01:55,778,32.42,2.416535433,61.78909852,0.9205792434,"Intermediate White 30""",0.1468220158,"Intermediate White 30""",
Roland,New building faces final_TW30eps.eps,10/18/2024,0:27:59,5271,175.71,145.7082677,3604.214469,0.3162502603,"Translucent White 30""",1.349380299,"Translucent White 30""",
Roland,New building faces final_TW60.eps,10/01/2024,3:02:00,42170,702.83,582.8330709,28558.59101,0.3227744445,"Translucent White 60""",5.981498455,"Translucent White 60""",
Roland,New Building faces reverse_TW60.eps,10/01/2024,1:51:52,21083,351.39,291.3889764,14197.06747,0.3266214733,"Translucent White 60""",2.740135459,"Translucent White 60""",
Roland,New Directory Sign 11.75x17.50  1-30-24.eps,02/01/2024,0:05:04,0,24.97,24.97165354,311.7917403,Can't Estimate Waste,,2.771080462,,
Roland,NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,05/08/2024,0:38:57,7301,304.21,214.2074803,4548.872945,0.3769503218,"High Performance White 24""",1.266059295,"High Performance White 24""",
Roland,New Truck door layouts  LOGO FINAL   9-11-24_HPW54.eps,09/18/2024,0:18:00,5644,104.53,44.52755906,2196.681226,0.6108272083,"High Performance White 54""",0.717154579,"High Performance White 54""",
Roland,New Trucks 2024 Logo 6-6-24_HPW36.eps,06/07/2024,0:15:56,4137,114.93,54.92598425,1577.586715,0.6186949934,"High Performance White 36""",1.215101511,"High Performance White 36""",
Roland,NHC Insert 6-7-24_RUB36.eps,06/10/2024,0:03:02,655,18.19,3.194094488,67.91852099,0.8963056071,"Roll-up Banner 36""",0.1293314382,"Roll-up Banner 36""",
Roland,Nissan Van Lettering  6-19-24_HPW54.eps,06/19/2024,0:22:58,5700,105.56,75.55551181,3335.98407,0.4147393942,"High Performance White 54""",0.2984474683,"High Performance White 54""",
Roland,Noir Nail Bar_Banner Sticker_INT30.eps,03/28/2024,0:18:57,2721,90.70,75.69724409,2259.32432,0.1696460967,"Intermediate White 30""",0.397074467,"Intermediate White 30""",
Roland,NortPoint No Semi Trucks 5 7 24_Redo2_RFV30.eps,05/10/2024,0:21:58,2910,107.28,92.28228346,2280.135365,Can't Estimate Waste,,1.334007932,,
Roland,NortPoint No Semi Trucks 5 7 24_Reprint_RFV30.eps,05/08/2024,0:06:58,0,11.40,11.40275591,281.7423456,Can't Estimate Waste,,0.502927594,,
Roland,NortPoint No Semi Trucks 5 7 24_RFV30.eps,05/07/2024,0:12:57,0,72.83,72.83307087,1799.579014,Can't Estimate Waste,,0.6419901495,,
Roland,OBA_CAMM-Cows_HPW54.eps,06/13/2024,0:14:58,4493,83.19,53.19448819,2565.147123,0.4290159658,"High Performance White 54""",1.151709379,"High Performance White 54""",
Roland,OZARK Commercial FINAL LOGO For Plex 2-15-24.eps,02/15/2024,0:20:58,0,73.71,73.70826772,2184.608587,Can't Estimate Waste,,0.4378779823,,
