" Pring Log -
  Printer","------------------------------------------------------------------
File Name",Date,Total Print Time,Area of Print (in),Total Print Lenght,Material,
Roland,Final Print Driver side 4-18-24_P2_HPW54.eps,04/22/2024,0:28:56,5608,107.71,"High Performance White 54""",
Roland,Final Print Driver side 4-18-24_P1_HPW54.eps,04/22/2024,0:28:58,5528,107.71,"High Performance White 54""",
Roland,9 Square 18x24 Sign New Need 10 2024_HPW24.eps,04/22/2024,2:58:52,23500,1221.67,"High Performance White 24""",
HP,CAUTION_18x24_4-22-24_CORPLS,04/22/2024,0:08:49,1723.2,35.9,Corragated Plastic 4' x 8' sheet,
HP,Andres_Roofing_12x24_Need_50_DF_7-11-23_Partial_CORPLS,04/22/2024,0:07:54,1152,24,Corragated Plastic 4' x 8' sheet,
Roland,Menchies tenant panels_TW30.eps,04/19/2024,0:36:56,3459,120.42,"Translucent White 30""",
Roland,Printed-Photo & Cottleville Decals_HPW30.eps,04/19/2024,0:08:03,1517,56.11,"High Performance White 30""",
Roland,Elevate logo for monument Test_TW30.eps,04/19/2024,0:03:02,843,45.47,"Translucent White 30""",
HP,Bi-State_Pool_Signs_Various__4-19-24_ALMS08~1,04/19/2024,0:21:12,4608,96,Aluminum .08 4' x 8' sheet,
Roland,2020 24x42  banner FINAL 4-18-24_BAN54.eps,04/19/2024,0:12:02,4931,112.03,"Banner 54""",
Roland,1) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_HPW54_HPW54.eps,04/19/2024,0:06:56,2695,58.90,"High Performance White 54""",
Roland,2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_HPW54.eps,04/19/2024,0:16:02,5347,111.39,"High Performance White 54""",
Roland,Congrat Dr Maria 2x6  4-19-24_BAN38.eps,04/19/2024,0:15:58,2704,104.00,"Banner 38""",
HP,18x24_Shower_Sign_4-18-24_UFS,04/19/2024,0:05:04,432,18,Ultra Foam Sheet 4' x 8',
HP,2_hiring_vinyl_signs_CORPL23,04/18/2024,0:07:25,3528,98,Corragated Plastic 2' x 3' sheet,
HP,McFry_Additional_Offices_ALM1218,04/18/2024,0:06:49,216,12,Aluminum 12 x 18 sheets,
HP,1_hiring_vinyl_signs_CORPL23,04/18/2024,0:04:00,2592,72,Corragated Plastic 2' x 3' sheet,
Roland,Stack ATL Hardhat Sticker 2in dia Need 100 4-17-24_INT30.eps,04/18/2024,0:11:00,1487,52.21,"Intermediate White 30""",
Roland,State Farm Rister & WTC STL Part Logo Final_HPW54.eps,04/18/2024,0:38:00,4827,100.39,"High Performance White 54""",
Roland,shutterstock_760251394.eps,04/18/2024,0:21:57,6508,196.56,,
HP,3_hiring_vinyl_signs_CORPL23,04/18/2024,0:12:06,864,24,Corragated Plastic 2' x 3' sheet,
HP,03_DNI_Twin_Chimneys_Pool_Signs_4_8_24_ALMS063,04/17/2024,0:10:05,900,30,Aluminum .063,
HP,02_DNI_Twin_Chimneys_Pool_Signs_4_8_24_ALMS063,04/17/2024,0:19:13,4420.8,92.1,Aluminum .063,
HP,01_DNI_Twin_Chimneys_Pool_Signs_4_8_24_ALMS063,04/17/2024,0:19:11,3960,90,Aluminum .063,
HP,Kirkwood_2024_Seniors_REDO_RUSH_4-17-24_CORPLS,04/17/2024,0:08:50,1723.2,35.9,Corragated Plastic 4' x 8' sheet,
Roland,store banner 09 3x6 4-10-24_HPW54.eps,04/17/2024,0:18:56,3862,103.71,"High Performance White 54""",
Roland,Stonebridge arrow 4 17 24_HPW36.eps,04/17/2024,0:04:03,1312,39.92,"High Performance White 36""",
Roland,store banner 07 3x6 4-10-24_HPW54.eps,04/17/2024,0:21:00,3862,103.71,"High Performance White 54""",
Roland,store banner 08 3x6 4-10-24_HPW54.eps,04/17/2024,0:18:58,3862,103.71,"High Performance White 54""",
Roland,4x4 Donations 4-10-24_HPW54.eps,04/17/2024,0:20:01,3924,79.71,"High Performance White 54""",
Roland,Greater St Louis Book Fair 2024 & Intergated & KUMC - Decal May 18 - 4-15-24_INT30.eps,04/16/2024,0:19:01,1997,77.32,"Intermediate White 30""",
Roland,West County Lions Bowling banner 2024_BAN38.eps,04/16/2024,0:15:59,3726,106.38,"Banner 38""",
HP,Intergrate_4x4_2_up_SWPP_4_11_24_ALMS6_v2,04/16/2024,0:20:14,4339.2,96,Aluminum 6mm acm 4' x 8' sheet,
HP,02_24x36_custom_Shuttle_Stop_Signs_with_custom_Riders_to_attach_5x24__CORPLS,04/16/2024,0:11:35,3456,72,Corragated Plastic 4' x 8' sheet,
Roland,Ilos Van logos 4 11 24_& Enterprise Key Drop Box Signs HPW36.eps,04/16/2024,0:18:02,2489,81.67,"High Performance White 36""",
Roland,10x10 Decals FOD Need 30 4-10-24_FIX_CAR54.eps,04/16/2024,0:24:03,4663,105.71,"Cardinal 54""",
Roland,4 process fuck YEAH!-Rnd2_HPW36 2 up.eps,04/16/2024,0:19:55,2079,76.40,"High Performance White 36""",
Roland,4 process fuck YEAH!-Rnd2_HPW36.eps,04/16/2024,0:27:01,3429,97.36,"High Performance White 36""",
HP,01_24x36_custom_Shuttle_Stop_Signs_with_custom_Riders_to_attach_5x24___CORPLS,04/16/2024,0:08:28,3456,72,Corragated Plastic 4' x 8' sheet,
HP,12x18_NO_STORAGE_4-12-24_ALM1218,04/16/2024,0:09:21,1080,60,Aluminum 12 x 18 sheets,
HP,Greater_St_Louis_Book_Fair_Yard_Signs_2024_CORPL1824,04/15/2024,0:20:24,4752,198,"Corragated Plastic 18"" x 24"" sheet",
HP,3_SSM_Sponsor_Signs_CORPL1824,04/15/2024,0:02:16,432,18,"Corragated Plastic 18"" x 24"" sheet",
HP,1_SSM_Sponsor_Signs_CORPL1824,04/15/2024,0:05:48,864,36,"Corragated Plastic 18"" x 24"" sheet",
HP,20x11 Coro Date Signs 4-12-24 & SSM Sponsor Signs_CORPLS,04/15/2024,0:12:12,3840,80,Corragated Plastic 4' x 8' sheet,
HP,SSM_Sponsor_Signs_UFS~1,04/15/2024,,866.4,36.1,Ultra Foam Sheet 4' x 8',
HP,2_SSM_Sponsor_Signs_CORPL1824,04/15/2024,0:02:29,432,18,"Corragated Plastic 18"" x 24"" sheet",
Roland,Terra Nova Rear Ford 4 15 24_HPW54.eps,04/15/2024,0:05:58,1313,44.78,"High Performance White 54""",
Roland,Friendship Village Dog park rules Chesterfield 4 4 24_HPW54.eps,04/15/2024,0:15:56,2596,61.47,"High Performance White 54""",
Roland,Mission Towing Final Logo 22.5x38 4-15-24_HPW54.eps,04/15/2024,0:19:56,3307,70.07,"High Performance White 54""",
Roland,interior wall logos need 2 - 1 up UPDATED 2 & Rischards Building Supply 2024_HPW30.eps,04/15/2024,0:11:01,1659,57.65,"High Performance White 30""",
HP,Ridgeview_Place_Condominium-_No_parking_sign_-_3.25.2024_ALMR,04/15/2024,0:05:28,1728,36,Reflective Aluminum 4' x 8' sheet,
Roland,interior wall logos need 2 UPDATED_HPW54.eps,04/15/2024,0:58:04,18949,399.52,"High Performance White 54""",
HP,Fallon_North_WalkUp_ATM-NiteDrop_Drive-thru_Closed_2x3_need_2_SF_4-15_CORPL23,04/15/2024,0:07:54,1728,48,Corragated Plastic 2' x 3' sheet,
HP,New_2x3_A-Frame_4-10-24_CORPLSv3,04/12/2024,0:08:54,1728,36,Corragated Plastic 4' x 8' sheet,
Roland,store banner 05 3x6 4-10-24_HPW54.eps,04/12/2024,0:21:02,3862,103.71,"High Performance White 54""",
HP,4x4_Donations_4-10-24_ALMS3,04/12/2024,0:15:28,2304,48,Aluminum 3mm acm 4' x 8' sheet,
Roland,store banner 03 3x6 4-10-24_HPW54.eps,04/12/2024,0:20:05,3860,103.69,"High Performance White 54""",
HP,Knights_of_Columbus_Golf_Sign_18x24__4-11-24_CORPL1824,04/12/2024,0:02:29,433.8,24.1,"Corragated Plastic 18"" x 24"" sheet",
Roland,store banner 06 3x6 4-10-24_HPW54.eps,04/12/2024,0:20:55,3862,103.71,"High Performance White 54""",
HP,2x6_Donations_4-10-24_and_Wright_Zero_Punchlist_ALMS3,04/12/2024,0:18:20,4622.41,96.1,Aluminum 3mm acm 4' x 8' sheet,
Roland,store banner 04 3x6 4-10-24_HPW54.eps,04/12/2024,0:19:00,3862,103.71,"High Performance White 54""",
HP,Sybergs_small_signs_2024_ALMS3,04/11/2024,0:05:46,583,22,Aluminum 3mm acm 4' x 8' sheet,
Roland,interior wall logos need 2_HPW30.eps,04/11/2024,0:13:57,2164,78.01,"High Performance White 30""",
HP,Sheet_27_Kirkwood_Senior_2024_CORPLS,04/11/2024,0:09:50,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_32_Teachers_last_5_students_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_22_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_23_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_29_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,store banner 02 3x6 4-10-24_HPW54.eps,04/11/2024,0:25:04,3862,103.71,"High Performance White 54""",
Roland,Broadway Realty Lexus_McCarthy_Manachester 270 Logos_HPW36.eps,04/11/2024,0:14:56,2889,86.88,"High Performance White 36""",
HP,Sheet_21_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_25_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_26_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_24_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_28_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,Renew Counseling vista inserts_RUB36.eps,04/11/2024,0:01:04,1254,36.39,"Roll-up Banner 36""",
HP,Sheet_31_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,10x10 Decals FOD Need 30 4-10-24_CAR54.eps,04/11/2024,0:25:58,5463,95.47,"Cardinal 54""",
HP,Sheet_30_Kirkwood_Senior_2024_CORPLS,04/11/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,REDO_2-seniors_4-11-24_CORPLS,04/11/2024,0:31:00,864,18,Corragated Plastic 4' x 8' sheet,
HP,Sheet_20_Kirkwood_Senior_2024_CORPLS,04/11/2024,,8640,180,Corragated Plastic 4' x 8' sheet,
Roland,Training Sticker QTS-ATL2-DC1 1x1.5 need a total of 350  4-10-24_INT30.eps,04/10/2024,0:19:58,3376,122.89,"Intermediate White 30""",
Roland,Ozark Commercial MGT Office Suite Sign 8.5x7 FINAL 4-9-25_HPW24.eps,04/10/2024,0:07:00,820,47.33,"High Performance White 24""",
HP,Sheet_6_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_8_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Spring_Spectacular_2024_Count_on_Me_Driveway_Sign_2SF_18x24_4-9-24_CORPL1824,04/10/2024,,864,36,"Corragated Plastic 18"" x 24"" sheet",
HP,Sheet_4_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_5_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_9_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_19_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,CRS van oval logo need 2_HPW24.eps,04/10/2024,0:17:57,2359,108.11,"High Performance White 24""",
HP,Sheet_16_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_17_Kirkwood_Senior_2024_CORPLS,04/10/2024,,8640,180,Corragated Plastic 4' x 8' sheet,
HP,Sheet_18_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_1_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_10_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,3x12 Weight Room Decals need 4   4-10-24_HTV54.eps,04/10/2024,0:05:58,1939,38.11,High Tack Vinyle,
HP,Sheet_11_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_12_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_13_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_14_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_15_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_3_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Sheet_2_Kirkwood_Senior_2024_CORPLS,04/10/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,Interlude Butterfly Vinyl Decal for window SURFACE  3-27-24_HPW36.eps,04/09/2024,0:49:05,8948,279.88,"High Performance White 36""",
Roland,Distinguished Gentlemans Ride_HTV54.eps,04/09/2024,0:05:03,1934,38.69,High Tack Vinyle,
HP,1__All_Golf_Signs_4-5-24_CORPLS,04/09/2024,0:09:00,2884.8,60.1,Corragated Plastic 4' x 8' sheet,
HP,Kelly_Glover_Final_5-24x32_4-9-24_UFS,04/09/2024,0:17:11,4224,88,Ultra Foam Sheet 4' x 8',
HP,3__All_Golf_Signs_4-5-24_CORPLS,04/09/2024,0:10:04,4320,90,Corragated Plastic 4' x 8' sheet,
HP,2__All_Golf_Signs_4-5-24_CORPLS,04/09/2024,0:09:51,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,Caplaco Golden Oak_HPW24.eps,04/09/2024,0:16:57,2238,104.42,"High Performance White 24""",
HP,DNI_Twin_Chimneys_No_Smoking_4-8-24_ALM1218,04/09/2024,0:07:01,1296,72,Aluminum 12 x 18 sheets,
HP,S1_Dillmon_Open_House_4_8_24_CORPL1824,04/09/2024,,12960,540,"Corragated Plastic 18"" x 24"" sheet",
HP,S2_Dillmon_Open_House_4_8_24_CORPL1824,04/09/2024,,67896,2829,"Corragated Plastic 18"" x 24"" sheet",
Roland,1 up 9 Square 18x24 Sign New Need 10 2024_HPW24.eps,04/09/2024,0:05:00,1072,55.71,"High Performance White 24""",
Roland,Tera Nova Ford F150 xlt Crew Cab Passenger 4 3 24_HPW60.eps,04/05/2024,0:55:02,12690,223.89,"High Performance White 60""",
Roland,Safety Committee Sticker NTT PH  4-5-24_INT30.eps,04/05/2024,0:06:55,1260,44.07,"Intermediate White 30""",
Roland,12x18 Clement Ford Parking CUSTOMER FIX 4-5-24_HPW24.eps,04/05/2024,0:07:01,1220,53.01,"High Performance White 24""",
Roland,2X - Bommarito white F550 4 4 24_HPW24.eps,04/05/2024,0:26:03,3967,201.58,"High Performance White 24""",
Roland,5) fix - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/05/2024,0:03:57,855,38.94,"High Performance White 54""",
Roland,PE Summit Sticker Need 150 2in dia 4-3-24_INT30.eps,04/05/2024,0:12:02,1650,63.49,"Intermediate White 30""",
Roland,LittleBessBakery INT decals_INT30.eps,04/04/2024,0:17:03,2532,98.17,"Intermediate White 30""",
Roland,Rollup Banner 4-2-24_RUB36.eps,04/04/2024,0:18:58,3735,118.57,"Roll-up Banner 36""",
HP,CP_Arrow_24x36_Need_4_R_and_4_L_4-3-24_ALMS08,04/04/2024,0:45:27,6921.6,144,Aluminum .08 4' x 8' sheet,
HP,JE_Foster_Heartland_ALMS3,04/04/2024,0:21:11,4608,96,Aluminum 3mm acm 4' x 8' sheet,
Roland,Edward Jones NEW Addons  4-3-24_RUB36.eps,04/04/2024,0:02:55,991,40.00,"Roll-up Banner 36""",
Roland,Complete Tree 24x12 MAGS 5 7 228 1 UP_MAG24.eps,04/04/2024,0:08:01,958,42.03,"Magnet 24""",
Roland,3) 1x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/04/2024,0:36:55,6724,139.19,"High Performance White 54""",
Roland,1) 2x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/04/2024,0:53:01,11471,237.46,"High Performance White 54""",
HP,Freedom_Landscape_36x50_NEW_Revision_4-1-24_ALMS08,04/04/2024,0:12:50,1800,50,Aluminum .08 4' x 8' sheet,
Roland,4) 1x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/04/2024,0:24:58,5322,128.63,"High Performance White 54""",
HP,18x24_Clearance_sign_need_2_4-1-24_ALMR,04/03/2024,0:15:32,864,18,Reflective Aluminum 4' x 8' sheet,
Roland,Bomarrito License plate 4 2 24_HPW36.eps,04/03/2024,0:09:03,1978,61.99,"High Performance White 36""",
HP,Cissell_27x36_SIGN_FINAL_Need_10_total__3-27-24_ALMS08~1,04/03/2024,0:47:34,8748,243,Aluminum .08 4' x 8' sheet,
HP,36x60_De-Install_need_3_SF__4-1-24_CORPLS,04/03/2024,0:27:45,6490.8,180.3,Corragated Plastic 4' x 8' sheet,
HP,3__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,04/03/2024,0:07:30,864,48,"Corragated Plastic 18"" x 24"" sheet",
Roland,Gateway Disposal Mack Medium rear Loader # 138 4 1 24_HPW54.eps,04/03/2024,0:46:59,6520,215.44,"High Performance White 54""",
HP,2__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,04/03/2024,0:07:29,864,48,"Corragated Plastic 18"" x 24"" sheet",
Roland,Grateful and Thankful 3x30 banner 5-23-22_BAN38.eps,04/03/2024,1:18:57,14347,392.00,"Banner 38""",
HP,1__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,04/03/2024,0:07:30,864,48,"Corragated Plastic 18"" x 24"" sheet",
HP,Riverside_Reno_Coro_signs_12_DF_16x24__4-2-24_CORPLS~1,04/03/2024,0:11:04,4608,96,Corragated Plastic 4' x 8' sheet,
Roland,2x -Event Sponsored BANNER 30x96  3-27-24_BAN38.eps,04/03/2024,0:39:05,8192,256.00,"Banner 38""",
HP,Event_Sponsored_by_signs_18x24__3-27-24_CORPL1824,04/03/2024,0:30:03,8197.2,455.4,"Corragated Plastic 18"" x 24"" sheet",
Roland,Covert Concrete Mags 4 2 24_MAG24.eps,04/03/2024,0:34:58,4650,204.03,"Magnet 24""",
Roland,Complete Tree 24x12 MAGS 5 7 228_MAG24.eps,04/03/2024,0:17:59,2872,126.03,"Magnet 24""",
Roland,JE Foster White Door Logos 4 1 24_HPW36.eps,04/02/2024,0:15:04,2782,81.17,"High Performance White 36""",
HP,4x8_Casey_Fork_Solar_NO_ARROW__4-1-24_ALMS3,04/02/2024,0:17:05,4608,96,Aluminum 3mm acm 4' x 8' sheet,
Roland,Terra Cotta Lofts Plaques 45x65 NEW  4-2-24_HPW36.eps,04/02/2024,0:06:01,1286,45.78,"High Performance White 36""",
Roland,JE Foster Airport Mags 4 2 24_Mag24.eps,04/02/2024,0:09:58,1457,66.03,"Magnet 24""",
Roland,Bora Bora interior_BAN63.eps,04/02/2024,0:21:58,3082,66.60,"Banner 63""",
HP,2__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS,04/02/2024,0:20:09,7385.22,160.2,Corragated Plastic 4' x 8' sheet,
HP,1__5x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~1,04/02/2024,0:47:47,18423,400.5,Corragated Plastic 4' x 8' sheet,
HP,4__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~2,04/02/2024,0:15:28,4327.2,120.2,Corragated Plastic 4' x 8' sheet,
Roland,Block Advisors 4.2.24_INT30.eps,04/02/2024,0:20:59,3210,118.78,"Intermediate White 30""",
HP,12x18_Clement_Ford_Parking_sign__4-1-24_ALM1218,04/02/2024,0:08:07,1296,72,Aluminum 12 x 18 sheets,
Roland,18x18 WWT Fedex-UPS Mags 4-2-24_MAG24.eps,04/02/2024,0:12:59,1513,84.01,"Magnet 24""",
HP,3__1x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS,04/02/2024,0:08:55,3684.6,80.1,Corragated Plastic 4' x 8' sheet,
HP,Bora_Bora_Florida_ALMS6,04/02/2024,0:17:18,1152,24,Aluminum 6mm acm 4' x 8' sheet,
HP,4x4_Casey_Fork_Solar_Left_Arrow_Need_2__4-1-24_ALMS3,04/02/2024,0:18:03,4612.8,96.1,Aluminum 3mm acm 4' x 8' sheet,
HP,4x8_Casey_Fork_Solar_Right_Arrow__4-1-24_ALMS3,04/02/2024,0:17:19,4608,96,Aluminum 3mm acm 4' x 8' sheet,
HP,5__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~1,04/02/2024,0:14:18,4327.2,120.2,Corragated Plastic 4' x 8' sheet,
Roland,HOTWORX_HPW30.eps,04/02/2024,0:16:59,2511,96.31,"High Performance White 30""",
Roland,Secure Solutions and Spectrum trans Prints 1 ea  3-28-24_TW24.eps,04/01/2024,0:15:02,2226,98.76,"Translucent White 24""",
HP,Perfect_Nails_18x24_DF_Yard_Signs_3-21-24_CORPLS,04/01/2024,0:32:45,864,18,Corragated Plastic 4' x 8' sheet,
HP,2__1x_-_Pro_Pool_no_lifeguard_after_dark4_1_24_ALMS3,04/01/2024,0:14:22,3364.2,80.1,Aluminum 3mm acm 4' x 8' sheet,
HP,1__2x_-_Pro_Pool_no_lifeguard_after_dark4_1_24_ALMS3,04/01/2024,0:38:18,3960,90,Aluminum 3mm acm 4' x 8' sheet,
HP,Perfect_Nails_18x24_DF_Yard_Signs_Redo_S1__3-21-24_CORPLS,04/01/2024,0:08:33,432,18,Corragated Plastic 4' x 8' sheet,
HP,Perfect_Nails_18x24_DF_Yard_Signs_Redo_S2__3-21-24_CORPLS,04/01/2024,0:26:45,432,18,Corragated Plastic 4' x 8' sheet,
HP,MO_Amer_Water_D_Basin_Welcome_Cissell_3.28.24_ALMS08,04/01/2024,0:12:24,1700.31,36.1,Aluminum .08 4' x 8' sheet,
HP,Commerce_Reserved_Parking_18_x_24_3_29_24_ALM1824,03/29/2024,0:08:00,432,18,Aluminum 18 x 24 sheets,
Roland,Army Corpantna_Department of Defense_HPW30.eps,03/29/2024,0:05:00,1008,39.57,"High Performance White 30""",
HP,CoZad_8124_Manchester_5x3_3_29_24_ALMS6,03/29/2024,0:29:53,4320,120,Aluminum 6mm acm 4' x 8' sheet,
Roland,Decal overlay date change GARDEN SIGN NEW 3-27-24_INT30.eps,03/29/2024,0:08:00,995,42.43,"Intermediate White 30""",
HP,Frontenac_Garden_35x20_Garen_Sign_NEW_3-27-24_CORPLS,03/29/2024,0:08:49,1818.06,38.6,Corragated Plastic 4' x 8' sheet,
Roland,4 Process Precision Plastics_50 years banner_BAN63.eps,03/29/2024,1:25:01,50147,332.04,"Banner 63""",
Roland,True Title Plaque Print_HPW24.eps,03/28/2024,0:12:00,1267,82.42,"High Performance White 24""",
Roland,Noir Nail Bar_Banner Sticker_INT30.eps,03/28/2024,0:18:57,3155,105.70,"Intermediate White 30""",
HP,Padel_+_Pickle_reflective_alum_wayfinding_signs_ALMR,03/28/2024,0:26:20,1677.6,36,Reflective Aluminum 4' x 8' sheet,
HP,Saint_Louis_Design_and_Remodel_S2_3.28.24_V3_ALMS3,03/28/2024,,1728,36,Aluminum 3mm acm 4' x 8' sheet,
HP,4_-_Single_Face_18x24_Retirement_3-27-24_CORPLS,03/28/2024,0:08:52,1732.8,36.1,Corragated Plastic 4' x 8' sheet,
Roland,Panel for UHSP NEW   STL County Police and spanish one  3-27-24_HPW54.eps,03/28/2024,0:14:02,3344,66.94,"High Performance White 54""",
HP,FOR_SALE_4x4_Plot_3-28-24_ALMS3~1,03/28/2024,0:15:29,2308.8,48.1,Aluminum 3mm acm 4' x 8' sheet,
HP,18x24_Private_Property_Sign_3-27-24_ALM1824,03/28/2024,0:10:19,1728,72,Aluminum 18 x 24 sheets,
HP,_Tow_Zone_10_of_each_3-28-24_ALMR,03/28/2024,0:39:08,4320,90,Reflective Aluminum 4' x 8' sheet,
HP,HS2024Poster_CORPLS,03/28/2024,0:05:37,1203,40.1,Corragated Plastic 4' x 8' sheet,
Roland,Secure Solutions and Spectrum trans Prints 1 ea  3-28-24_INT30.eps,03/28/2024,0:09:59,1464,64.96,"Intermediate White 30""",
Roland,MAGS 3 - 12x24_2-23-23_MAG24.eps,03/27/2024,0:15:05,2373,98.83,"Magnet 24""",
Roland,Roll up banner Fiinal Need 2  3-25-24_RUB36.eps,03/26/2024,0:36:58,7426,235.53,"Roll-up Banner 36""",
HP,12X18_AAA_parking_Signs_3-26-24_ALMR,03/26/2024,0:15:02,648,18,Reflective Aluminum 4' x 8' sheet,
HP,8.5x11_Worship_Sign_3-26-24_PVC3,03/26/2024,0:05:56,93.5,11,PVC 3mm 4' x 8' sheet,
Roland,Just Pilates Door Sign 12x18 FINAL  3-26-24_HPW24.eps,03/26/2024,0:13:55,1619,86.42,"High Performance White 24""",
HP,2X3_yard_signs_SIN__3-26-24_CORPLS,03/26/2024,0:09:32,3456,96,Corragated Plastic 4' x 8' sheet,
HP,1B__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:07:18,864,24,Corragated Plastic 2' x 3' sheet,
HP,1A__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:13:54,864,24,Corragated Plastic 2' x 3' sheet,
HP,2A__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:07:46,864,24,Corragated Plastic 2' x 3' sheet,
Roland,48x180 banner Need 1  3-25-24_BAN54.eps,03/26/2024,1:02:00,10604,212.01,"Banner 54""",
Roland,Complete Auto Trailer Logo_HPW54.eps,03/26/2024,0:18:55,3337,73.33,"High Performance White 54""",
Roland,24x180 banner Need 1  3-25-24_BAN38.eps,03/26/2024,0:37:59,5515,212.01,"Banner 38""",
HP,2B__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:08:56,864,24,Corragated Plastic 2' x 3' sheet,
HP,Classic_Bike_HQ_2_x_3_frame_ALMS3,03/26/2024,0:13:35,870.01,24.1,Aluminum 3mm acm 4' x 8' sheet,
HP,Army_Corp_Lock_No_27_Grranite_city_2_22_24_ALMS063,03/25/2024,0:07:14,563.75,114.55,Aluminum .063,
Roland,McAlisters Deli tenant panel print NEW Need 1  3-25-24_TW24.eps,03/25/2024,0:24:57,2623,151.44,"Translucent White 24""",
HP,Integrate_Const_2x2_School_Traffic_IC_Jobsite_Sign_3_25_24_v2_ALMS6~1,03/25/2024,0:12:42,1156.8,24.1,Aluminum 6mm acm 4' x 8' sheet,
HP,Ridgeview_Place_Condominium-_No_parking_sign_-_3.25.2024_ALMR~1,03/25/2024,0:16:50,438,12,Reflective Aluminum 4' x 8' sheet,
