Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Esitmated Material Length (in),Area (in),Extra for Lead in,Print Length,Print Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
Print End,XR-640#2,2x8 banner final 12-4-24_BAN38.eps,6956114,660.4,2489.19,Generic Banner II,1,788.2,2501.19,0.495:0.244:0.028:0.119:0.542:0.468:0.503,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/04 8:40:00,2024/12/04 8:41:00,12/4/2024 8:40,2024/12/04 9:00:00,,0:20:00,,26.00,98.47,0,,98.47204724,2560.273228,0.495,0.244,0.028,0.119,0.542,0.468,0.503,2.399,0.134929349
New Job(A),XR-640#2,2x8 banner final 12-4-24_BAN38.eps,6956114,660.4,2489.19,3M™ IJ180Cv3,1,660.4,2501.19,,,2024/12/04 8:38:00,,,,,,0:00:00,,26.00,98.47,0,,98.47204724,2560.273228,,,,,,,,0,0
Print End,XR-640#2,Year of the Dragon_BAN38_FLL.eps,21561166,904.87,661.1,Generic Banner II,1,922.435,673.1,0.031:0.944:0.917:0.307:1.053:0.422:0.766,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/3/2024 16:07,12/3/2024 16:08,12/3/2024 16:07,12/3/2024 16:19,,0:12:00,,35.62,26.50,0,,26.5,944.0572835,0.031,0.944,0.917,0.307,1.053,0.422,0.766,4.44,0.6772470391
New Job(A),XR-640#2,Year of the Dragon_BAN38_FLL.eps,21561166,904.87,661.1,3M™ IJ180Cv3,1,904.87,673.1,,,12/3/2024 16:07,,,,,,0:00:00,,35.62,26.50,0,,26.5,944.0572835,,,,,,,,0,0
Print End,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,Generic Vinyl II HD,1,672.18,1715.91,1.269:0.655:0.635:0.011:0.623:0.421:0.268,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/3/2024 15:10,12/3/2024 15:11,12/3/2024 15:10,12/3/2024 15:36,,0:26:00,,24.07,67.56,0,,67.55551181,1626.013295,1.269,0.655,0.635,0.011,0.623,0.421,0.268,3.882,0.3437905469
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,Generic Vinyl II HD,1,672.18,1715.91,1.000:0.690:0.624:0.019:1.478:1.017:0.464,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/03 15:01:00,2024/12/03 15:03:00,12/3/2024 15:01,2024/12/03 15:09:00,,0:08:00,,24.07,67.56,0,,67.55551181,1626.013295,1.000,0.690,0.624,0.019,1.478,1.017,0.464,5.292,0.4686603745
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,Generic Vinyl II HD,1,672.18,1715.91,1.197:0.834:0.654:0.048:0.593:0.439:0.359,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/3/2024 14:55,12/3/2024 14:56,12/3/2024 14:55,12/3/2024 15:01,,0:06:00,,24.07,67.56,0,,67.55551181,1626.013295,1.197,0.834,0.654,0.048,0.593,0.439,0.359,4.124,0.3652221059
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,3M™ IJ180Cv3,1,672.18,1715.91,,,,,,12/3/2024 14:40,2024/12/03 14:54:00,,0:14:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,3M™ IJ180Cv3,1,672.18,1715.91,0.688:0.290:0.459:0.002:1.354:0.979:0.124,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/03 14:31:00,2024/12/03 14:33:00,12/3/2024 14:31,12/3/2024 14:39,,0:08:00,,24.07,67.56,0,,67.55551181,1626.013295,0.688,0.290,0.459,0.002,1.354,0.979,0.124,3.896,0.3450303891
New Job(A),XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,3M™ IJ180Cv3,1,611.36,1715.91,,,2024/12/03 14:30:00,,,,,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,Generic Vinyl II HD,1,672.18,1715.91,1.033:0.512:0.605:0.002:1.488:1.016:0.318,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/3/2024 14:16,12/3/2024 14:18,12/3/2024 14:16,12/3/2024 14:29,,0:13:00,,24.07,67.56,0,,67.55551181,1626.013295,1.033,0.512,0.605,0.002,1.488,1.016,0.318,4.974,0.4404982432
New Job(A),XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666030,611.36,1703.91,3M™ IJ180Cv3,1,611.36,1715.91,,,12/3/2024 14:16,,,,,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666066,611.36,1703.91,Generic Vinyl II HD,1,672.18,1715.91,1.000:0.690:0.624:0.019:1.478:1.017:0.464,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/3/2024 14:07,12/3/2024 14:09,12/3/2024 14:07,2024/12/03 14:12:00,,0:05:00,,24.07,67.56,0,,67.55551181,1626.013295,1.000,0.690,0.624,0.019,1.478,1.017,0.464,5.292,0.4686603745
New Job(A),XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666066,611.36,1703.91,3M™ IJ180Cv3,1,611.36,1715.91,,,12/3/2024 14:05,,,,,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
New Job(A),XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666098,611.36,1703.91,3M™ IJ180Cv3,1,611.36,1715.91,,,12/3/2024 13:52,,,,,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666330,611.36,1703.91,Generic Vinyl II HD,1,672.18,1715.91,1.506:0.679:0.587:0.002:1.479:0.890:0.328,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/3/2024 13:39,12/3/2024 13:41,12/3/2024 13:39,2024/12/03 13:45:00,,0:06:00,,24.07,67.56,0,,67.55551181,1626.013295,1.506,0.679,0.587,0.002,1.479,0.890,0.328,5.471,0.4845126435
Print Canceled,XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666330,611.36,1703.91,3M™ IJ180Cv3,1,672.18,1715.91,,,,12/3/2024 13:38,12/3/2024 13:38,12/3/2024 13:38,2024/12/03 13:38:00,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
New Job(A),XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6666330,611.36,1703.91,3M™ IJ180Cv3,1,611.36,1715.91,,,12/3/2024 13:38,,,,,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
New Job(A),XR-640#2,WCCU 9534 Manchester_Print Logo_TW30_LAMI.eps,6665478,611.36,1703.91,3M™ IJ180Cv3,1,611.36,1715.91,,,2024/12/03 13:36:00,,,,,,0:00:00,,24.07,67.56,0,,67.55551181,1626.013295,,,,,,,,0,0
Print End,XR-640#2,Eclipse Logo Final NEED 2 12-3-24_HPW36_LAMI.eps,5727450,722.48,380.29,3M™ IJ180Cv3,1,801.74,392.29,0.051:0.936:0.620:0.001:0.658:0.214:0.113,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/03 10:40:00,2024/12/03 10:41:00,12/3/2024 10:40,2024/12/03 10:48:00,,0:08:00,,28.44,15.44,0,,15.44448819,439.3044814,0.051,0.936,0.620,0.001,0.658,0.214,0.113,2.593,0.8499617369
New Job(A),XR-640#2,Eclipse Logo Final NEED 2 12-3-24_HPW36_LAMI.eps,5727450,722.48,380.29,3M™ IJ180Cv3,1,722.48,392.29,,,2024/12/03 10:40:00,,,,,,0:00:00,,28.44,15.44,0,,15.44448819,439.3044814,,,,,,,,0,0
Print End,XR-640#2,Vetta The Flood Team 11 20 24_HTV54_LAMI.eps,147369050,1098.19,4298.59,Generic Vinyl II HD,1,1215.095,4310.59,14.989:16.650:0.370:3.044:14.948:12.816:14.753,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/2/2024 11:47,12/2/2024 11:59,12/2/2024 11:47,2024/12/02 12:41:00,,0:54:00,,43.24,169.71,0,,169.7082677,7337.477265,14.989,16.650,0.370,3.044,14.948,12.816,14.753,77.57,1.522332485
New Job(A),XR-640#2,Vetta The Flood Team 11 20 24_HTV54_LAMI.eps,147369050,1098.19,4298.59,3M™ IJ180Cv3,1,1098.19,4310.59,,,12/2/2024 11:37,,,,,,0:00:00,,43.24,169.71,0,,169.7082677,7337.477265,,,,,,,,0,0
Print End,XR-640#2,p2_Miracle-Ear Door_HPW54_LAMI.eps,5871134,1266.11,228.95,3M™ IJ180Cv3,1,1299.05,240.95,0.724:0.001:0.238:0.001:0.187:0.469:0.081,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,12/2/2024 10:59,12/2/2024 11:04,,0:05:00,,49.85,9.49,0,,9.486220472,472.8582127,0.724,0.001,0.238,0.001,0.187,0.469,0.081,1.701,0.5180072872
Print End,XR-640#2,Berthhold Circle sign 11 6 24_HPW54_LAMI.eps,48503702,1233.31,1216.73,3M™ IJ180Cv3,1,1282.655,1228.73,0.265:3.057:4.011:0.622:4.106:1.058:1.733,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,12/2/2024 10:20,2024/12/02 10:36:00,,0:16:00,,48.56,48.38,0,,48.37519685,2348.882442,0.265,3.057,4.011,0.622,4.106,1.058,1.733,14.852,0.9105130005
RIP End,XR-640#2,p2_Miracle-Ear Door_HPW54_LAMI.eps,5871134,1266.11,228.95,3M™ IJ180Cv3,1,1299.05,240.95,0.724:0.001:0.238:0.001:0.187:0.469:0.081,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/2/2024 10:13,12/2/2024 10:14,,,,0:00:00,,49.85,9.49,0,,9.486220472,472.8582127,0.724,0.001,0.238,0.001,0.187,0.469,0.081,1.701,0.5180072872
New Job(A),XR-640#2,p2_Miracle-Ear Door_HPW54_LAMI.eps,5871134,1266.11,228.95,3M™ IJ180Cv3,1,1266.1,240.95,,,12/2/2024 10:04,,,,,,0:00:00,,49.85,9.49,0,,9.486220472,472.8582127,,,,,,,,0,0
RIP End,XR-640#2,Berthhold Circle sign 11 6 24_HPW54_LAMI.eps,48503702,1233.31,1216.73,3M™ IJ180Cv3,1,1282.655,1228.73,0.265:3.057:4.011:0.622:4.106:1.058:1.733,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/02 9:54:00,2024/12/02 9:58:00,,,,0:00:00,,48.56,48.38,0,,48.37519685,2348.882442,0.265,3.057,4.011,0.622,4.106,1.058,1.733,14.852,0.9105130005
New Job(A),XR-640#2,Berthhold Circle sign 11 6 24_HPW54_LAMI.eps,48503702,1233.31,1216.73,3M™ IJ180Cv3,1,1233.31,1228.73,,,2024/12/02 9:53:00,,,,,,0:00:00,,48.56,48.38,0,,48.37519685,2348.882442,,,,,,,,0,0
Print End,XR-640#2,Harlan Chevy Suburban contracting Masonry 12.2.24_2 set of 2_HPW54_LAMI.eps,8037702,1269.64,1283.75,3M™ IJ180Cv3,2,1300.82,2595.5,0.567:1.594:1.186:1.926:2.911:1.575:2.206,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/2/2024 9:48,12/2/2024 9:52,12/2/2024 9:48,2024/12/02 10:17:00,,0:29:00,,49.99,102.19,0,,102.1850394,5107.803677,0.567,1.594,1.186,1.926,2.911,1.575,2.206,11.965,0.3373191511
New Job(A),XR-640#2,Harlan Chevy Suburban contracting Masonry 12.2.24_2 set of 2_HPW54_LAMI.eps,8037702,1269.64,1283.75,3M™ IJ180Cv3,1,1295.75,1269.64,,,12/2/2024 9:27,,,,,,0:00:00,,49.99,49.99,0,,49.98582677,2498.582878,,,,,,,,0,0
Print End,XR-640#2,Kali_05_INT54_v3-01.jpg,2229875,1307.42,91.86,Generic Vinyl II HD,1,1319.71,103.86,0.001:0.025:0.026:0.002:0.016:0.005:0.006,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/02 8:23:00,2024/12/02 8:23:00,12/2/2024 8:23,12/2/2024 8:27,,0:04:00,,51.47,4.09,0,,4.088976378,210.4728148,0.001,0.025,0.026,0.002,0.016,0.005,0.006,0.081,0.05541808338
New Job(A),XR-640#2,Kali_05_INT54_v3-01.jpg,2229875,1307.42,91.86,3M™ IJ180Cv3,1,1307.42,103.86,,,2024/12/02 8:22:00,,,,,,0:00:00,,51.47,4.09,0,,4.088976378,210.4728148,,,,,,,,0,0
Print End,XR-640#2,Kali_05_INT54_v3.jpg,10297542,1307.42,88.22,Generic Vinyl II HD,1,1319.71,100.22,0.006:0.186:0.191:0.014:0.113:0.032:0.046,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/27 15:37:00,2024/11/27 15:37:00,11/27/2024 15:37,2024/11/27 15:41:00,,0:04:00,,51.47,3.95,0,,3.945669291,203.0963364,0.006,0.186,0.191,0.014,0.113,0.032,0.046,0.588,0.4169056
Print Canceled,XR-640#2,Kali_05_INT54_v3.jpg,10297542,1307.42,88.22,3M™ IJ180Cv3,1,1319.71,100.22,,,,11/27/2024 15:36,11/27/2024 15:37,11/27/2024 15:36,11/27/2024 15:36,,0:00:00,,51.47,3.95,0,,3.945669291,203.0963364,,,,,,,,0,0
New Job(A),XR-640#2,Kali_05_INT54_v3.jpg,10297542,1307.42,88.22,3M™ IJ180Cv3,1,1307.42,100.22,,,11/27/2024 15:36,,,,,,0:00:00,,51.47,3.95,0,,3.945669291,203.0963364,,,,,,,,0,0
Print End,XR-640#2,Kali_04_INT54.jpg,217497252,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.284:4.395:0.312:2.598:0.740:1.044,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/27/2024 15:15,11/27/2024 15:30,,0:15:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.284,4.395,0.312,2.598,0.740,1.044,13.504,0.7068560732
Print End,XR-640#2,Kali_03_INT54.jpg,216858631,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.290:4.400:0.312:2.599:0.740:1.044,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/27/2024 14:55,11/27/2024 15:11,,0:16:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.290,4.400,0.312,2.599,0.740,1.044,13.516,0.7074842036
RIP End,XR-640#2,Kali_04_INT54.jpg,217497252,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.284:4.395:0.312:2.598:0.740:1.044,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/27/2024 14:37,11/27/2024 14:50,,,,0:00:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.284,4.395,0.312,2.598,0.740,1.044,13.504,0.7068560732
RIP End,XR-640#2,Kali_03_INT54.jpg,216858631,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.290:4.400:0.312:2.599:0.740:1.044,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/27/2024 14:37,11/27/2024 14:43,,,,0:00:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.290,4.400,0.312,2.599,0.740,1.044,13.516,0.7074842036
Print End,XR-640#2,Kali_02_INT54.jpg,218907249,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.250:4.367:0.312:2.591:0.740:1.043,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/27/2024 14:37,2024/11/27 14:50:00,,0:13:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.250,4.367,0.312,2.591,0.740,1.043,13.434,0.7031919792
RIP End,XR-640#2,Kali_02_INT54.jpg,218907249,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.250:4.367:0.312:2.591:0.740:1.043,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/27/2024 14:23,11/27/2024 14:27,,,,0:00:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.250,4.367,0.312,2.591,0.740,1.043,13.434,0.7031919792
New Job(A),XR-640#2,Kali_05_INT54_fixed 2.jpg,5812758,1307.42,1345.52,3M™ IJ180Cv3,1,1357.52,1307.42,,,11/27/2024 14:21,,,,,,0:00:00,,51.47,51.47,0,,51.47322835,2649.493236,,,,,,,,0,0
Error,XR-640#2,Kali_05_INT54_fixed.jpg,1648487,0,0,,0,0,0,,,11/27/2024 14:20,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,Kali_05_INT54.jpg,1643150,0,0,,0,0,0,,,11/27/2024 14:19,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,Kali_05_INT54.jpg,1643150,0,0,,0,0,0,,,11/27/2024 14:18,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
New Job(A),XR-640#2,Kali_04_INT54.jpg,217497252,1307.42,1345.52,3M™ IJ180Cv3,1,1357.52,1307.42,,,11/27/2024 14:15,,,,,,0:00:00,,51.47,51.47,0,,51.47322835,2649.493236,,,,,,,,0,0
New Job(A),XR-640#2,Kali_03_INT54.jpg,216858631,1307.42,1345.52,3M™ IJ180Cv3,1,1357.52,1307.42,,,11/27/2024 14:15,,,,,,0:00:00,,51.47,51.47,0,,51.47322835,2649.493236,,,,,,,,0,0
New Job(A),XR-640#2,Kali_02_INT54.jpg,218907249,1307.42,1345.52,3M™ IJ180Cv3,1,1357.52,1307.42,,,11/27/2024 14:14,,,,,,0:00:00,,51.47,51.47,0,,51.47322835,2649.493236,,,,,,,,0,0
Print End,XR-640#2,Kali_01_INT54.jpg,218363492,1307.42,1345.52,Generic Vinyl II HD,1,1319.71,1357.52,0.131:4.256:4.372:0.312:2.592:0.740:1.043,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/27/2024 14:14,11/27/2024 14:19,11/27/2024 14:14,2024/11/27 14:35:00,,0:21:00,,51.47,53.45,0,,53.44566929,2751.02114,0.131,4.256,4.372,0.312,2.592,0.740,1.043,13.446,0.7038201096
New Job(A),XR-640#2,Kali_01_INT54.jpg,218363492,1307.42,1345.52,3M™ IJ180Cv3,1,1357.52,1307.42,,,11/27/2024 14:10,,,,,,0:00:00,,51.47,51.47,0,,51.47322835,2649.493236,,,,,,,,0,0
Print End,XR-640#2,Miracle-Ear Door_HPW60_LAMI.eps,6859878,1469.31,645.58,3M™ IJ180Cv3,1,1478.655,657.58,0.723:0.001:0.238:0.001:0.187:0.469:0.081,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/27/2024 10:28,11/27/2024 10:30,11/27/2024 10:28,2024/11/27 10:38:00,,0:10:00,,57.85,25.89,0,,25.88897638,1497.595743,0.723,0.001,0.238,0.001,0.187,0.469,0.081,1.7,0.1634620031
New Job(A),XR-640#2,Miracle-Ear Door_HPW60_LAMI.eps,6859878,1469.31,645.58,3M™ IJ180Cv3,1,1469.31,657.58,,,11/27/2024 10:27,,,,,,0:00:00,,57.85,25.89,0,,25.88897638,1497.595743,,,,,,,,0,0
Print End,XR-640#2,Enterprise Excuse Dust_HPW60.eps,7105962,1460.14,1720.49,3M™ IJ180Cv3,1,1474.07,1732.49,0.749:0.595:1.267:0.115:1.621:1.134:1.148,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/27/2024 8:48,11/27/2024 8:53,11/27/2024 8:48,11/27/2024 9:13,,0:25:00,,57.49,68.21,0,,68.20826772,3921.008662,0.749,0.595,1.267,0.115,1.621,1.134,1.148,6.629,0.2434516427
New Job(A),XR-640#2,Enterprise Excuse Dust_HPW60.eps,7105962,1460.14,1720.49,3M™ IJ180Cv3,1,1460.14,1732.49,,,11/27/2024 8:48,,,,,,0:00:00,,57.49,68.21,0,,68.20826772,3921.008662,,,,,,,,0,0
Print End,XR-640#2,Coughing Cardinal 9am to 9pm hours 11 25 24_HPW30_LAMI.eps,6547542,673.09,533.4,3M™ IJ180Cv3,1,699.045,545.4,0.000:0.949:0.607:0.000:0.267:0.000:0.006,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/26 16:07:00,2024/11/26 16:08:00,11/26/2024 16:07,11/26/2024 16:14,,0:07:00,,26.50,21.47,0,,21.47244094,569.0112313,0.000,0.949,0.607,0.000,0.267,0.000,0.006,1.829,0.4628660833
New Job(A),XR-640#2,Coughing Cardinal 9am to 9pm hours 11 25 24_HPW30_LAMI.eps,6547542,673.09,533.4,3M™ IJ180Cv3,1,673.09,545.4,,,11/26/2024 16:06,,,,,,0:00:00,,26.50,21.47,0,,21.47244094,569.0112313,,,,,,,,0,0
Print End,XR-640#2,St Dominic HOFF Heating decal 11 20 24_HPW24.eps,5456838,640.99,2780.94,3M™ IJ180Cv3,2,682.995,5589.88,0.836:10.820:9.669:3.646:6.251:1.204:0.761,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/26/2024 14:59,11/26/2024 15:39,,0:40:00,,25.24,220.07,0,,220.0740157,5553.749738,0.836,10.820,9.669,3.646,6.251,1.204,0.761,33.187,0.8604867387
Print Canceled,XR-640#2,St Dominic HOFF Heating decal 11 20 24_HPW24.eps,5456838,640.99,2780.94,3M™ IJ180Cv3,2,682.995,5589.88,,,,,,11/26/2024 14:41,11/26/2024 14:54,,0:13:00,,25.24,220.07,0,,220.0740157,5553.749738,,,,,,,,0,0
New Job(A),XR-640#2,Enterprise Excuse Dust_HPW60.eps,7105946,1460.14,1720.49,3M™ IJ180Cv3,1,1460.14,1732.49,,,11/26/2024 14:28,,,,,,0:00:00,,57.49,68.21,0,,68.20826772,3921.008662,,,,,,,,0,0
Print Canceled,XR-640#2,St Dominic HOFF Heating decal 11 20 24_HPW24.eps,5456838,640.99,2780.94,3M™ IJ180Cv3,2,682.995,5589.88,0.836:10.820:9.669:3.646:6.251:1.204:0.761,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/26/2024 14:25,11/26/2024 14:29,11/26/2024 14:25,2024/11/26 14:39:00,,0:14:00,,25.24,220.07,0,,220.0740157,5553.749738,0.836,10.820,9.669,3.646,6.251,1.204,0.761,33.187,0.8604867387
New Job(A),XR-640#2,St Dominic HOFF Heating decal 11 20 24_HPW24.eps,5456838,640.99,2780.94,3M™ IJ180Cv3,1,640.99,2792.94,,,11/26/2024 14:24,,,,,,0:00:00,,25.24,109.96,0,,109.9582677,2774.887796,,,,,,,,0,0
Print End,XR-640#2,MediEquip Damaged 2022 Nissan Side Final 12 22 24 + door hours update 12 19 24_HPW36_LAMI.eps,114062402,822.32,2207.68,3M™ IJ180Cv3,1,838.16,2219.67,4.516:5.996:0.663:0.666:3.659:3.141:3.922,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/12/24 8:27:00,2024/12/24 8:31:00,12/24/2024 8:27,2024/12/24 8:52:00,,0:25:00,,32.37,87.39,0,,87.38858268,2829.188162,4.516,5.996,0.663,0.666,3.659,3.141,3.922,22.563,1.148411422
New Job(A),XR-640#2,MediEquip Damaged 2022 Nissan Side Final 12 22 24 + door hours update 12 19 24_HPW36_LAMI.eps,114062402,822.32,2207.68,3M™ IJ180Cv3,1,822.32,2219.67,,,12/24/2024 8:18,,,,,,0:00:00,,32.37,87.39,0,,87.38858268,2829.188162,,,,,,,,0,0
Print End,XR-640#2,2003-2502_Shorehaven_v2_INT30.eps,818917446,688.97,4176.88,Generic Vinyl II HD,1,712.485,4188.88,4.196:5.431:0.904:1.125:5.843:4.693:4.860,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,12/24/2024 7:42,12/24/2024 8:14,,0:32:00,,27.12,164.92,0,,164.9165354,4473.32856,4.196,5.431,0.904,1.125,5.843,4.693,4.860,27.052,0.8708253704
RIP End,XR-640#2,2003-2502_Shorehaven_v2_INT30.eps,818917446,688.97,4176.88,Generic Vinyl II HD,1,712.485,4188.88,4.196:5.431:0.904:1.125:5.843:4.693:4.860,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/23/2024 15:59,12/23/2024 16:07,,,,0:00:00,,27.12,164.92,0,,164.9165354,4473.32856,4.196,5.431,0.904,1.125,5.843,4.693,4.860,27.052,0.8708253704
New Job(A),XR-640#2,2003-2502_Shorehaven_v2_INT30.eps,818917446,688.97,4176.88,3M™ IJ180Cv3,1,688.97,4188.88,,,2024/12/23 15:47:00,,,,,,0:00:00,,27.12,164.92,0,,164.9165354,4473.32856,,,,,,,,0,0
Print End,XR-640#2,1503-2002_Shorehaven_v2_INT30.eps,819248114,688.97,4176.88,Generic Vinyl II HD,1,712.485,4188.88,4.198:5.433:0.905:1.126:5.847:4.696:4.865,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,12/23/2024 15:47,12/23/2024 16:15,,0:28:00,,27.12,164.92,0,,164.9165354,4473.32856,4.198,5.433,0.905,1.126,5.847,4.696,4.865,27.07,0.8714048047
RIP End,XR-640#2,1503-2002_Shorehaven_v2_INT30.eps,819248114,688.97,4176.88,Generic Vinyl II HD,1,712.485,4188.88,4.198:5.433:0.905:1.126:5.847:4.696:4.865,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/23/2024 15:34,12/23/2024 15:42,,,,0:00:00,,27.12,164.92,0,,164.9165354,4473.32856,4.198,5.433,0.905,1.126,5.847,4.696,4.865,27.07,0.8714048047
New Job(A),XR-640#2,1503-2002_Shorehaven_v2_INT30.eps,819248114,688.97,4176.88,3M™ IJ180Cv3,1,688.97,4188.88,,,12/23/2024 15:31,,,,,,0:00:00,,27.12,164.92,0,,164.9165354,4473.32856,,,,,,,,0,0
Print End,XR-640#2,1002-1502_Shorehaven_v2_INT30.eps,820792246,688.97,4176.88,Generic Vinyl II HD,1,712.485,4188.88,4.208:5.446:0.907:1.127:5.862:4.708:4.878,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/23/2024 15:08,12/23/2024 15:17,12/23/2024 15:08,12/23/2024 15:46,,0:38:00,,27.12,164.92,0,,164.9165354,4473.32856,4.208,5.446,0.907,1.127,5.862,4.708,4.878,27.136,0.8735293971
