Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
New Job(A),XR-640#2,letter i for eclipse logo.eps,2145602,624.41,92.42,3M™ IJ180Cv3,1,624.41,104.42,,,2024/02/14 15:18:01,,,,,,0:00:00,,24.58,4.11,0,,4.111023622,101.061585,,,,,,,,0,0
New Job(A),XR-640#2,letter i for eclipse logo.eps,2198798,624.41,92.42,3M™ IJ180Cv3,1,624.41,104.42,,,2024/02/14 15:17:04,,,,,,0:00:00,,24.58,4.11,0,,4.111023622,101.061585,,,,,,,,0,0
RIP End,XR-640#2,letter i for eclipse logo.eps,1426618,139.34,92.42,3M™ IJ180Cv3,1,445.17,104.42,0.000:0.056:0.030:0.000:0.014:0.001:0.004,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/14 15:14:05,2024/02/14 15:15:00,,,,0:00:00,,5.49,4.11,0,,4.111023622,22.55236344,0.000,0.056,0.030,0.000,0.014,0.001,0.004,0.105,0.6704397097
New Job(A),XR-640#2,letter i for eclipse logo.eps,1426618,139.34,92.42,3M™ IJ180Cv3,1,139.34,104.42,,,2024/02/14 15:14:02,,,,,,0:00:00,,5.49,4.11,0,,4.111023622,22.55236344,,,,,,,,0,0
Print End,XR-640#2,SBG Final Banner 42x96  2-8-24.eps,6859098,1117.95,2489.55,Generic Banner II,1,1215.975,2489.55,1.104:7.802:5.647:0.162:2.795:0.923:0.849,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/14 9:24:01,2024/02/14 9:25:00,2/14/2024,2024/02/14 9:49:03,,0:25:02,,44.01,98.01,0,,98.01377953,4313.956883,1.104,7.802,5.647,0.162,2.795,0.923,0.849,19.282,0.643633693
New Job(A),XR-640#2,SBG Final Banner 42x96  2-8-24.eps,6859098,1117.95,2489.55,3M™ IJ180Cv3,1,1117.95,2501.55,,,2024/02/14 9:22:05,,,,,,0:00:00,,44.01,98.49,0,,98.48622047,4334.750794,,,,,,,,0,0
Print End,XR-640#2,store banner 01 3x6 on HP  SAMPLE  2-16-24.eps,155283294,945.44,1859.84,3M™ IJ180Cv3,1,1127.72,1871.84,1.975:2.610:1.793:0.068:5.721:3.292:1.254,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/16/2024,2024/02/16 15:01:03,,0:21:00,,37.22,73.69,0,,73.69448819,2743.059721,1.975,2.610,1.793,0.068,5.721,3.292,1.254,16.713,0.8773677006
RIP End,XR-640#2,store banner 01 3x6 on HP  SAMPLE  2-16-24.eps,155283294,945.44,1859.84,3M™ IJ180Cv3,1,1127.72,1871.84,1.975:2.610:1.793:0.068:5.721:3.292:1.254,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/16 14:33:05,2024/02/16 14:38:02,,,,0:00:00,,37.22,73.69,0,,73.69448819,2743.059721,1.975,2.610,1.793,0.068,5.721,3.292,1.254,16.713,0.8773677006
New Job(A),XR-640#2,store banner 01 3x6 on HP  SAMPLE  2-16-24.eps,155283294,945.44,1859.84,3M™ IJ180Cv3,1,945.44,1871.84,,,2024/02/16 14:32:04,,,,,,0:00:00,,37.22,73.69,0,,73.69448819,2743.059721,,,,,,,,0,0
New Job(A),XR-640#2,store banner 01 3x6 on HP  SAMPLE  2-16-24.eps,155281494,945.44,1859.84,3M™ IJ180Cv3,1,945.44,1871.84,,,2024/02/16 14:31:02,,,,,,0:00:00,,37.22,73.69,0,,73.69448819,2743.059721,,,,,,,,0,0
Print End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,0.357:1.377:1.822:1.736:2.846:1.177:2.094,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/19/2024,2024/02/19 10:59:00,,0:13:58,,49.74,44.21,0,,44.20826772,2198.734745,0.357,1.377,1.822,1.736,2.846,1.177,2.094,11.409,0.7472006361
Print End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,0.357:1.377:1.822:1.736:2.846:1.177:2.094,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/19/2024,2024/02/19 10:35:04,,0:13:02,,49.74,44.21,0,,44.20826772,2198.734745,0.357,1.377,1.822,1.736,2.846,1.177,2.094,11.409,0.7472006361
Print Canceled,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,,,,,,2/19/2024,2024/02/19 10:21:00,,0:00:59,,49.74,44.21,0,,44.20826772,2198.734745,,,,,,,,0,0
Print End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,0.357:1.377:1.822:1.736:2.846:1.177:2.094,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/19/2024,2024/02/19 10:12:05,,0:13:02,,49.74,44.21,0,,44.20826772,2198.734745,0.357,1.377,1.822,1.736,2.846,1.177,2.094,11.409,0.7472006361
Print End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,0.357:1.377:1.822:1.736:2.846:1.177:2.094,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/19/2024,2024/02/19 9:47:02,,0:13:58,,49.74,44.21,0,,44.20826772,2198.734745,0.357,1.377,1.822,1.736,2.846,1.177,2.094,11.409,0.7472006361
Print End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,0.357:1.377:1.822:1.736:2.846:1.177:2.094,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/19/2024,2024/02/19 9:25:05,,0:13:04,,49.74,44.21,0,,44.20826772,2198.734745,0.357,1.377,1.822,1.736,2.846,1.177,2.094,11.409,0.7472006361
RIP End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,Generic Vinyl II HD,1,1286.645,1122.89,0.357:1.377:1.822:1.736:2.846:1.177:2.094,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/19 9:06:00,2024/02/19 9:10:00,,,,0:00:00,,49.74,44.21,0,,44.20826772,2198.734745,0.357,1.377,1.822,1.736,2.846,1.177,2.094,11.409,0.7472006361
New Job(A),XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977324062,1263.29,1110.89,3M™ IJ180Cv3,1,1263.29,1122.89,,,2024/02/19 9:02:04,,,,,,0:00:00,,49.74,44.21,0,,44.20826772,2198.734745,,,,,,,,0,0
Print End,XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977305910,1110.89,1263.29,Generic Vinyl II HD,1,1292.645,1110.89,0.357:1.377:1.823:1.736:2.848:1.178:2.096,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/19 8:45:04,2024/02/19 8:49:05,2/19/2024,2024/02/19 9:03:02,,0:17:58,,43.74,43.74,0,,43.73582677,1912.822543,0.357,1.377,1.823,1.736,2.848,1.178,2.096,11.415,0.8593374256
New Job(A),XR-640#2,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,977305910,1110.89,1263.29,3M™ IJ180Cv3,1,1275.29,1110.89,,,2024/02/19 8:39:03,,,,,,0:00:00,,43.74,43.74,0,,43.73582677,1912.822543,,,,,,,,0,0
Print End,XR-640#2,Parkway South Class of 2024  60''x14.6'' Banner  2-20-24.eps,8619746,421.92,1575.15,Generic Banner II,1,653.46,1575.15,0.098:0.148:0.040:0.033:0.188:0.162:0.120,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/20/2024,2024/02/20 15:50:01,,0:13:00,,16.61,62.01,0,,62.01377953,1030.112357,0.098,0.148,0.040,0.033,0.188,0.162,0.120,0.789,0.1102947647
RIP End,XR-640#2,Parkway South Class of 2024  60''x14.6'' Banner  2-20-24.eps,8619746,421.92,1575.15,Generic Banner II,1,653.46,1575.15,0.098:0.148:0.040:0.033:0.188:0.162:0.120,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/20 15:36:04,2024/02/20 15:37:00,,,,0:00:00,,16.61,62.01,0,,62.01377953,1030.112357,0.098,0.148,0.040,0.033,0.188,0.162,0.120,0.789,0.1102947647
New Job(A),XR-640#2,Parkway South Class of 2024  60''x14.6'' Banner  2-20-24.eps,8619746,421.92,1575.15,3M™ IJ180Cv3,1,1587.15,421.92,,,2024/02/20 15:35:00,,,,,,0:00:00,,16.61,16.61,0,,16.61102362,275.9261058,,,,,,,,0,0
Print End,XR-640#2,Cafe Bot 4982 Retract banner 2 20 24.eps,1780389286,800.09,2265.89,Generic Paper,1,842.05,2265.89,0.725:1.053:1.147:0.733:1.712:1.309:0.713,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/20 14:59:05,2024/02/20 15:02:01,2/20/2024,2024/02/20 15:22:01,,0:22:56,,31.50,89.21,0,,89.20826772,2810.025312,0.725,1.053,1.147,0.733,1.712,1.309,0.713,7.392,0.3788037053
New Job(A),XR-640#2,Cafe Bot 4982 Retract banner 2 20 24.eps,1780389286,800.09,2265.89,3M™ IJ180Cv3,1,800.09,2277.89,,,2024/02/20 14:52:00,,,,,,0:00:00,,31.50,89.68,0,,89.68070866,2824.907015,,,,,,,,0,0
Print End,XR-640#2,Delware North Decals Need 2 2-16-24.eps,4393038,509.05,336.19,3M™ IJ180Cv3,1,537.025,348.19,0.029:0.058:0.051:0.025:0.089:0.060:0.074,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/20 14:19:02,2024/02/20 14:19:05,2/20/2024,2024/02/20 14:24:05,,0:05:03,,20.04,13.71,0,,13.70826772,274.7320347,0.029,0.058,0.051,0.025,0.089,0.060,0.074,0.386,0.2023207816
RIP Canceled,XR-640#2,Delware North Decals Need 2 2-16-24.eps,4393038,509.05,336.19,3M™ IJ180Cv3,1,509.05,348.19,,,,2024/02/20 14:18:05,2024/02/20 14:19:00,,,,0:00:00,,20.04,13.71,0,,13.70826772,274.7320347,,,,,,,,0,0
New Job(A),XR-640#2,Delware North Decals Need 2 2-16-24.eps,4393038,509.05,336.19,3M™ IJ180Cv3,1,509.05,348.19,,,2024/02/20 14:18:05,,,,,,0:00:00,,20.04,13.71,0,,13.70826772,274.7320347,,,,,,,,0,0
Print End,XR-640#2,Bandwidth riverport Q T wall sign 3 20 24.eps,3606122,712.61,174.97,3M™ IJ180Cv3,1,789.31,174.97,0.097:0.201:0.126:0.350:0.387:0.227:0.386,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/20/2024,2024/02/20 13:36:02,,0:02:00,,28.06,6.89,0,,6.888582677,193.2627127,0.097,0.201,0.126,0.350,0.387,0.227,0.386,1.774,1.321806967
Print End,XR-640#2,Bandwidth riverport Q T wall sign 3 20 24.eps,3606122,712.61,174.97,3M™ IJ180Cv3,1,789.31,174.97,0.097:0.201:0.126:0.350:0.387:0.227:0.386,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/20/2024,2024/02/20 13:33:04,,0:04:02,,28.06,6.89,0,,6.888582677,193.2627127,0.097,0.201,0.126,0.350,0.387,0.227,0.386,1.774,1.321806967
RIP End,XR-640#2,Bandwidth riverport Q T wall sign 3 20 24.eps,3606122,712.61,174.97,3M™ IJ180Cv3,1,789.31,174.97,0.097:0.201:0.126:0.350:0.387:0.227:0.386,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/20 13:23:02,2024/02/20 13:23:05,,,,0:00:00,,28.06,6.89,0,,6.888582677,193.2627127,0.097,0.201,0.126,0.350,0.387,0.227,0.386,1.774,1.321806967
New Job(A),XR-640#2,Bandwidth riverport Q T wall sign 3 20 24.eps,3606122,712.61,174.97,3M™ IJ180Cv3,1,712.61,186.97,,,2024/02/20 13:22:05,,,,,,0:00:00,,28.06,7.36,0,,7.361023622,206.5172852,,,,,,,,0,0
Print End,XR-640#2,Susan Kelly Clark Memorial Banner 3x6  2-19-24.eps,47527862,914.75,1879.95,Generic Banner II,1,929.375,1879.95,0.122:0.415:1.134:0.830:1.740:1.186:1.198,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/20 8:32:05,2024/02/20 8:33:04,2/20/2024,2024/02/20 8:50:00,,0:17:55,,36.01,74.01,0,,74.01377953,2665.515938,0.122,0.415,1.134,0.830,1.740,1.186,1.198,6.625,0.3579044441
New Job(A),XR-640#2,Susan Kelly Clark Memorial Banner 3x6  2-19-24.eps,47527862,914.75,1879.95,3M™ IJ180Cv3,1,914.75,1891.95,,,2024/02/20 8:31:02,,,,,,0:00:00,54.00,36.01,89.49,0,15,74.48622047,2682.530322,,,,,,,,0,0
Print End,XR-640#2,Heiland banner.eps_BAN54,6187262,914.4,4025.19,Generic Banner II,1,926.7,4025.19,3.184:2.781:0.244:0.090:6.540:6.253:2.592,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 15:23:05,,0:28:02,54.00,36.00,173.47,9367.490551,15,158.4720472,5704.993701,3.184,2.781,0.244,0.090,6.540,6.253,2.592,21.684,0.5473268094
RIP End,XR-640#2,Heiland banner.eps_BAN54,6187262,914.4,4025.19,Generic Banner II,1,926.7,4025.19,3.184:2.781:0.244:0.090:6.540:6.253:2.592,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/26 14:50:00,2024/02/26 14:51:01,,,,0:00:00,54.00,36.00,173.47,9367.490551,15,158.4720472,5704.993701,3.184,2.781,0.244,0.090,6.540,6.253,2.592,21.684,0.5473268094
New Job(A),XR-640#2,Heiland banner.eps_BAN54,6187262,914.4,4025.19,3M™ IJ180Cv3,1,914.4,4037.19,,,2024/02/26 14:48:05,,,,,,0:00:00,,36.00,158.94,0,,158.9444882,5722.001575,,,,,,,,0,0
New Job(A),XR-640#2,1x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24.eps,61914842,1318.68,416.63,3M™ IJ180Cv3,1,1318.68,428.63,,,2024/02/26 14:21:03,,,,,,0:00:00,,51.92,16.88,0,,16.87519685,876.1017552,,,,,,,,0,0
New Job(A),XR-640#2,1x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24.eps,62010662,1318.68,416.63,3M™ IJ180Cv3,1,1318.68,428.63,,,2024/02/26 14:20:05,,,,,,0:00:00,54.00,51.92,31.88,0,15,16.87519685,876.1017552,,,,,,,,0,0
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 14:05:05,,0:15:05,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 13:26:04,,0:18:00,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 12:49:01,,0:16:00,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 12:19:02,,0:15:58,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 11:57:04,,0:15:03,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 11:36:05,,0:15:05,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 11:13:04,,0:16:01,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print Canceled,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,,,,,,2/26/2024,2024/02/26 10:44:00,,0:00:58,54.00,51.92,68.67,0,15,53.66653543,2786.180588,,,,,,,,0,0
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 10:31:04,,0:16:01,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 10:02:02,,0:16:01,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 8:56:00,,0:16:00,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
Print End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/26/2024,2024/02/26 8:33:00,,0:15:59,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
RIP End,XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,Generic Vinyl II HD,1,1323.84,1363.13,1.291:4.364:2.545:0.007:2.168:1.604:0.523,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/26 8:13:00,2024/02/26 8:17:00,,,,0:00:00,54.00,51.92,68.67,3707.992913,15,53.66653543,2786.180588,1.291,4.364,2.545,0.007,2.168,1.604,0.523,12.502,0.6461490714
New Job(A),XR-640#2,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,199392674,1318.68,1351.13,3M™ IJ180Cv3,1,1363.13,1318.68,,,2024/02/26 8:08:05,,,,,,0:00:00,36.00,51.92,66.92,0,15,51.91653543,2695.326651,,,,,,,,0,0
Print End,XR-640#2,777 Craig Building Long Term Psych Mgmt Directory Strips 2-15-24.eps_RUB36,3612038,236.71,614.18,3M™ IJ180Cv3,1,738.585,236.71,0.017:0.192:0.179:0.068:0.205:0.069:0.101,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 14:18:01,,0:02:00,36.00,9.32,24.32,875.4944882,15,9.319291339,86.84919105,0.017,0.192,0.179,0.068,0.205,0.069,0.101,0.831,1.377836668
RIP End,XR-640#2,777 Craig Building Long Term Psych Mgmt Directory Strips 2-15-24.eps_RUB36,3612038,236.71,614.18,3M™ IJ180Cv3,1,738.585,236.71,0.017:0.192:0.179:0.068:0.205:0.069:0.101,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 14:08:01,2024/02/23 14:09:01,,,,0:00:00,,9.32,9.32,0,,9.319291339,86.84919105,0.017,0.192,0.179,0.068,0.205,0.069,0.101,0.831,1.377836668
Print End,XR-640#2,Various company Suite 4x7 inserts 2-23-24.eps,7512442,438.5,812.09,3M™ IJ180Cv3,1,837.545,438.5,0.024:0.054:0.111:0.011:0.277:0.136:0.042,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 14:07:05,2024/02/23 14:08:04,2/23/2024,2024/02/23 14:15:01,,0:07:56,,17.26,17.26,0,,17.26377953,298.0380836,0.024,0.054,0.111,0.011,0.277,0.136,0.042,0.655,0.3164696232
New Job(A),XR-640#2,Various company Suite 4x7 inserts 2-23-24.eps,7512442,438.5,812.09,3M™ IJ180Cv3,1,824.09,438.5,,,2024/02/23 13:54:03,,,,,,0:00:00,,17.26,17.26,0,,17.26377953,298.0380836,,,,,,,,0,0
New Job(A),XR-640#2,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24.eps,382981706,1318.68,2597.5,3M™ IJ180Cv3,1,1318.68,2609.5,,,2024/02/23 13:51:01,,,,,,0:00:00,36.00,51.92,132.74,0,30,102.7362205,5333.70863,,,,,,,,0,0
Print End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 13:52:04,,0:21:04,36.00,25.24,123.76,4455.496063,30,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301
Print Canceled,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,761.995,2381.6,,,,,,2/23/2024,2024/02/23 13:24:05,,0:04:02,36.00,25.24,123.76,0,30,93.76377953,2366.206498,,,,,,,,0,0
Print End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 13:07:01,,0:21:58,36.00,25.24,123.76,4455.496063,30,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301
Print End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 12:24:03,,0:23:58,36.00,25.24,123.76,4455.496063,30,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301
RIP End,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,761.995,2381.6,1.238:3.133:2.766:0.793:4.432:3.016:4.236,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 11:43:00,2024/02/23 11:47:02,,,,0:00:00,36.00,25.24,123.76,4455.496063,30,93.76377953,2366.206498,1.238,3.133,2.766,0.793,4.432,3.016,4.236,19.614,1.193647301
RIP Canceled,XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,764.495,2381.6,,,,2024/02/23 11:40:02,2024/02/23 11:42:04,,,,0:00:00,36.00,25.24,123.76,0,30,93.76377953,2366.206498,,,,,,,,0,0
New Job(A),XR-640#2,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,146325062,640.99,2369.6,3M™ IJ180Cv3,1,640.99,2381.6,,,2024/02/23 11:39:00,,,,,,0:00:00,36.00,25.24,123.76,0,30,93.76377953,2366.206498,,,,,,,,0,0
