,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company Latitude,Company Logitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Bean Origin Longitude,Bean Origin Latitude,Bean_Origin_Count,Bean_Origin_Category
1362,Santome,Sao Tome,761,2011,0.7,France,2.75,Sao Tome,46.6,2.21,144,somewhat common,Average Amount,6.6131,0.1864,3,Somewhat Rare
1363,Scharffen Berger,San Juan de Cheni,959,2012,0.78,U.S.A.,4.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
1364,Scharffen Berger,Markham Valley,781,2011,0.68,U.S.A.,3.75,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,2,Rare
1365,Scharffen Berger,Camahogne,464,2010,0.68,U.S.A.,3.5,Grenada,37.09,-95.71,738,most common,Average Amount,-61.6042,12.1165,1,Extra Rare
1366,Scharffen Berger,Amina,464,2010,0.65,U.S.A.,3.75,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
1367,Scharffen Berger,Tome Acu,336,2009,0.68,U.S.A.,3.75,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,1,Extra Rare
1368,Scharffen Berger,Asante,336,2009,0.65,U.S.A.,4.0,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,1,Extra Rare
1369,Scharffen Berger,Ben Tre,445,2009,0.72,U.S.A.,3.75,Vietnam,37.09,-95.71,738,most common,Average Amount,108.2772,14.0583,4,Somewhat Rare
1370,Scharffen Berger,Finisterra,227,2008,0.72,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
1371,Scharffen Berger,Las Islas,117,2007,0.72,U.S.A.,3.0,Caribbean,37.09,-95.71,738,most common,Average Amount,-75.0,18.0,1,Extra Rare
1372,Scharffen Berger,Cuyagua,135,2007,0.75,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,6,Somewhat Rare
1373,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,0.75,U.S.A.,3.0,Caribbean,37.09,-95.71,738,most common,Average Amount,-75.0,18.0,1,Extra Rare
1374,Scharffen Berger,Kumasi Sambirano,40,2006,0.68,U.S.A.,2.0,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,1,Extra Rare
1375,Scharffen Berger,Jamaica a l'ancienne,56,2006,0.7,U.S.A.,2.0,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,1,Extra Rare
1376,Seaforth,Dominican Republic,1658,2015,0.7,U.K.,2.75,Dominican Republic,55.37,-1.17,95,somewhat rare,Average Amount,-70.1627,18.7357,37,Common
1377,Seaforth,Grenada,1658,2015,0.7,U.K.,2.75,Grenada,55.37,-1.17,95,somewhat rare,Average Amount,-61.6042,12.1165,11,Somewhat Common
1378,Shark Mountain,Jamaica,1450,2015,0.72,U.S.A.,3.25,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,8,Somewhat Rare
1379,Shark Mountain,Papua New Guinea,1450,2015,0.73,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,15,Somewhat Common
1380,Shark Mountain,Cuyagua,1466,2015,0.77,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,6,Somewhat Rare
1381,Shark Mountain,ROIG,1466,2015,0.74,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,2,Rare
1382,Shark Mountain,Ecuador,1335,2014,0.75,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1383,Shark Mountain,"Belize, 2013",1335,2014,0.72,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
1384,Shark's,Hilo,713,2011,0.73,U.S.A.,2.0,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
1385,Shark's,"Hilo, w/ added cocoa butter",721,2011,0.73,U.S.A.,2.5,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
1386,Shattel,Tingo Maria,1884,2016,0.7,Peru,3.25,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
1387,Shattell,Porcelana,757,2011,0.75,Peru,3.5,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,11,Somewhat Common
1388,Sibu,Oro,1586,2015,0.82,Costa Rica,3.25,Costa Rica,9.75,-84.07,9,extra rare,High Amount,-84.0739,9.7489,1,Extra Rare
1389,Sibu,Oscuro,1586,2015,0.7,Costa Rica,3.5,Costa Rica,9.75,-84.07,9,extra rare,Average Amount,-84.0739,9.7489,2,Rare
1390,Sibu Sura,Peru,911,2012,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
1391,Silvio Bessone,Maya Belize,717,2011,0.67,Italy,3.0,Belize,41.87,12.57,54,rare,Average Amount,-88.4977,17.1899,1,Extra Rare
1392,Silvio Bessone,"Trintade, Sao Tome",725,2011,0.65,Italy,3.25,Sao Tome,41.87,12.57,54,rare,Average Amount,6.6131,0.1864,1,Extra Rare
1393,Silvio Bessone,"Bahia, Scavina",729,2011,0.6,Italy,3.25,Brazil,41.87,12.57,54,rare,Light Amount,-51.9253,-14.235,1,Extra Rare
1394,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,0.68,Italy,3.0,Colombia,41.87,12.57,54,rare,Average Amount,-74.2973,4.5709,1,Extra Rare
1395,Sirene,Wild Bolivia,1788,2016,0.73,Canada,3.5,Bolivia,56.13,-106.35,117,somewhat rare,Average Amount,-63.5887,-16.2902,1,Extra Rare
1396,Sirene,Kokoa Kamili Coop,1856,2016,0.73,Canada,3.5,Tanzania,56.13,-106.35,117,somewhat rare,Average Amount,34.8888,-6.369028,1,Extra Rare
1397,Sirene,"Esmeraldas, Salazar Farm",1860,2016,0.73,Canada,3.75,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
1398,Sirene,"Somia Plantation, 2012",1502,2015,1.0,Canada,3.0,Madagascar,56.13,-106.35,117,somewhat rare,High Amount,46.8691,-18.7669,3,Somewhat Rare
1399,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,1.0,Canada,3.0,Ecuador,56.13,-106.35,117,somewhat rare,High Amount,-78.1834,-1.8312,1,Extra Rare
1400,Sirene,Lachua w/ cane sugar,1614,2015,0.73,Canada,3.0,Guatemala,56.13,-106.35,117,somewhat rare,Average Amount,-90.2308,15.7835,1,Extra Rare
1401,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,0.73,Canada,3.25,Guatemala,56.13,-106.35,117,somewhat rare,Average Amount,-90.2308,15.7835,1,Extra Rare
1402,Sirene,Pisa,1650,2015,0.73,Canada,3.25,Haiti,56.13,-106.35,117,somewhat rare,Average Amount,-72.2852,18.9712,2,Rare
1403,Sirene,"Somia Plantation, 2012",1339,2014,0.67,Canada,3.75,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,3,Somewhat Rare
1404,Sirene,"Somia Plantation, 2012",1339,2014,0.73,Canada,3.75,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,3,Somewhat Rare
1405,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,0.73,Canada,3.75,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount,-78.1834,-1.8312,7,Somewhat Rare
1406,Sjolinds,Ghana,1454,2015,0.7,U.S.A.,2.75,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,15,Somewhat Common
1407,Sjolinds,Nicaragua,1462,2015,0.72,U.S.A.,3.0,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,9,Somewhat Rare
1408,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,0.7,Australia,3.5,Dominican Republic,-25.27,133.78,46,rare,Average Amount,-70.1627,18.7357,1,Extra Rare
1409,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,0.7,Australia,3.75,Venezuela,-25.27,133.78,46,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1410,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,0.7,Australia,4.0,Ecuador,-25.27,133.78,46,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
1411,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,0.7,Australia,3.75,Belize,-25.27,133.78,46,rare,Average Amount,-88.4977,17.1899,1,Extra Rare
1412,"Smooth Chocolator, The",Tien Giang,1864,2016,0.7,Australia,3.0,Vietnam,-25.27,133.78,46,rare,Average Amount,108.2772,14.0583,5,Somewhat Rare
1413,"Smooth Chocolator, The",Australia,1864,2016,0.67,Australia,3.75,Australia,-25.27,133.78,46,rare,Average Amount,133.7751,-25.2744,1,Extra Rare
1414,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,0.7,Australia,3.25,Guatemala,-25.27,133.78,46,rare,Average Amount,-90.2308,15.7835,1,Extra Rare
1415,"Smooth Chocolator, The",Akesson's Estate,1618,2015,0.65,Australia,3.25,Madagascar,-25.27,133.78,46,rare,Average Amount,46.8691,-18.7669,3,Somewhat Rare
1416,"Smooth Chocolator, The",Akesson's Estate,1622,2015,0.7,Australia,3.5,Madagascar,-25.27,133.78,46,rare,Average Amount,46.8691,-18.7669,3,Somewhat Rare
1417,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,0.67,Australia,3.75,Tanzania,-25.27,133.78,46,rare,Average Amount,34.8888,-6.369028,6,Somewhat Rare
1418,"Smooth Chocolator, The",San Juan Estate,1622,2015,0.7,Australia,3.75,Trinidad,-25.27,133.78,46,rare,Average Amount,-61.2225,10.6918,3,Somewhat Rare
1419,"Smooth Chocolator, The",Camino Verde,1622,2015,0.72,Australia,4.0,Ecuador,-25.27,133.78,46,rare,Average Amount,-78.1834,-1.8312,5,Somewhat Rare
1420,"Smooth Chocolator, The",Bolivia,1626,2015,0.72,Australia,2.75,Bolivia,-25.27,133.78,46,rare,Average Amount,-63.5887,-16.2902,12,Somewhat Common
1421,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,0.65,Australia,3.5,Papua New Guinea,-25.27,133.78,46,rare,Average Amount,147.3257,-6.314993,1,Extra Rare
1422,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,0.67,Australia,3.0,Peru,-25.27,133.78,46,rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
1423,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,0.7,Australia,3.75,Venezuela,-25.27,133.78,46,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1424,Snake & Butterfly,Ghana,693,2011,0.67,U.S.A.,1.5,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,15,Somewhat Common
1425,Snake & Butterfly,Madagascar,502,2010,0.68,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
1426,Snake & Butterfly,Ecuador,502,2010,0.68,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1427,Sol Cacao,"Ecuador, Batch 1",1812,2016,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
1428,Sol Cacao,Madagascar,1518,2015,0.72,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
1429,Solkiki,"Maranon, Fortunato No. 4",1840,2016,0.68,U.K.,2.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount,-75.0152,-9.189967,2,Rare
1430,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,0.85,U.K.,2.75,Dominican Republic,55.37,-1.17,95,somewhat rare,High Amount,-70.1627,18.7357,1,Extra Rare
1431,Solomons Gold,Solomon Island,1792,2016,0.7,New Zealand,3.25,Solomon Islands,-40.9,174.89,17,extra rare,Average Amount,160.1562,-9.6457,1,Extra Rare
1432,Solomons Gold,Solomon Island w/ nibs,1796,2016,0.75,New Zealand,3.25,Solomon Islands,-40.9,174.89,17,extra rare,Average Amount,160.1562,-9.6457,1,Extra Rare
1433,Solstice,Bundibugyo,1335,2014,0.7,U.S.A.,3.0,Uganda,37.09,-95.71,738,most common,Average Amount,32.2903,1.3733,1,Extra Rare
1434,Solstice,Sambirano,1157,2013,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,19,Common
1435,Solstice,Amazonas,1157,2013,0.7,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,4,Somewhat Rare
1436,Solstice,Bolivia,1161,2013,0.7,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,12,Somewhat Common
1437,Solstice,San Martin,1161,2013,0.7,U.S.A.,3.25,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
1438,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,0.62,Canada,3.5,Dominican Republic,56.13,-106.35,117,somewhat rare,Light Amount,-70.1627,18.7357,1,Extra Rare
1439,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,0.7,Canada,3.5,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,1,Extra Rare
1440,Soma,"Bahia Black, batch bra50722.1",1828,2016,0.7,Canada,3.5,Brazil,56.13,-106.35,117,somewhat rare,Average Amount,-51.9253,-14.235,1,Extra Rare
1441,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,0.75,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1442,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,0.7,Canada,3.75,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount,-85.2072,12.8654,1,Extra Rare
1443,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,0.7,Canada,4.0,Vietnam,56.13,-106.35,117,somewhat rare,Average Amount,108.2772,14.0583,1,Extra Rare
1444,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,0.7,Canada,3.25,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
1445,Soma,CSB Chama,1594,2015,0.7,Canada,3.5,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1446,Soma,Porcelana,1594,2015,0.75,Canada,4.0,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,11,Somewhat Common
1447,Soma,"La Tronca, Matagalpa",1227,2014,0.7,Canada,3.5,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount,-85.2072,12.8654,3,Somewhat Rare
1448,Soma,Maranon Canyon,1259,2014,0.7,Canada,3.75,Peru,56.13,-106.35,117,somewhat rare,Average Amount,-75.0152,-9.189967,3,Somewhat Rare
1449,Soma,La Dalia,1307,2014,0.7,Canada,3.25,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount,-85.2072,12.8654,4,Somewhat Rare
1450,Soma,"Camino Verde P., Balao, Guayas",1307,2014,0.8,Canada,3.5,Ecuador,56.13,-106.35,117,somewhat rare,High Amount,-78.1834,-1.8312,7,Somewhat Rare
1451,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,0.7,Canada,3.75,Vanuatu,56.13,-106.35,117,somewhat rare,Average Amount,166.9592,-15.3767,1,Extra Rare
1452,Soma,Little Big Man,1339,2014,0.7,Canada,3.25,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,1,Extra Rare
1453,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,0.77,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,1,Extra Rare
1454,Soma,Java,1030,2013,0.7,Canada,3.25,Indonesia,56.13,-106.35,117,somewhat rare,Average Amount,113.9213,-0.7893,3,Somewhat Rare
1455,Soma,"Apurimac, El Quinacho Co-op",1073,2013,0.7,Canada,2.75,Peru,56.13,-106.35,117,somewhat rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
1456,Soma,"Sangre Grande P., Trinidad",1073,2013,0.7,Canada,3.75,Trinidad,56.13,-106.35,117,somewhat rare,Average Amount,-61.2225,10.6918,1,Extra Rare
1457,Soma,Patanemo,1077,2013,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,7,Somewhat Rare
1458,Soma,Crazy 88,1077,2013,0.88,Canada,4.0,Guatemala,56.13,-106.35,117,somewhat rare,High Amount,-90.2308,15.7835,1,Extra Rare
1459,Soma,"Maracaibo, El Vigia",1077,2013,0.7,Canada,4.0,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1460,Soma,Equator,1081,2013,0.67,Canada,4.0,Peru,56.13,-106.35,117,somewhat rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
1461,Soma,Orinoco,1173,2013,0.7,Canada,3.25,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1462,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,0.7,Canada,4.0,Jamaica,56.13,-106.35,117,somewhat rare,Average Amount,-77.2975,18.1096,2,Rare
1463,Soma,Noula Coop,817,2012,0.7,Canada,3.25,Haiti,56.13,-106.35,117,somewhat rare,Average Amount,-72.2852,18.9712,1,Extra Rare
1464,Soma,O'ahu,833,2012,0.7,Canada,3.75,Hawaii,56.13,-106.35,117,somewhat rare,Average Amount,-155.5828,19.8968,1,Extra Rare
1465,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,0.7,Canada,4.0,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,1,Extra Rare
1466,Soma,"Dancing in Your Head, 5 bean blend",867,2012,0.7,Canada,4.0,Papua New Guinea,56.13,-106.35,117,somewhat rare,Average Amount,147.3257,-6.314993,1,Extra Rare
1467,Soma,Cahabon Region,951,2012,0.7,Canada,3.5,Guatemala,56.13,-106.35,117,somewhat rare,Average Amount,-90.2308,15.7835,1,Extra Rare
1468,Soma,Carenero Superior,951,2012,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,10,Somewhat Common
1469,Soma,Eastern Promises,967,2012,0.7,Canada,3.5,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,1,Extra Rare
1470,Soma,Papua New Guinea,983,2012,0.85,Canada,3.5,Papua New Guinea,56.13,-106.35,117,somewhat rare,High Amount,147.3257,-6.314993,15,Somewhat Common
1471,Soma,"Grenada, Black Science",676,2011,0.7,Canada,2.75,Grenada,56.13,-106.35,117,somewhat rare,Average Amount,-61.6042,12.1165,1,Extra Rare
1472,Soma,"Alto Beni, Wild Bolivian",676,2011,0.7,Canada,3.5,Bolivia,56.13,-106.35,117,somewhat rare,Average Amount,-63.5887,-16.2902,1,Extra Rare
1473,Soma,Peruvian,676,2011,0.64,Canada,4.0,Peru,56.13,-106.35,117,somewhat rare,Light Amount,-75.0152,-9.189967,1,Extra Rare
1474,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,0.7,Canada,4.0,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1475,Soma,"Elvesia P., Black Science",682,2011,0.7,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,1,Extra Rare
1476,Soma,Chuao,688,2011,0.7,Canada,3.5,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,19,Common
1477,Soma,Black Science Blend 1,607,2010,0.7,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,1,Extra Rare
1478,Soma,Hispaniola,377,2009,0.7,Canada,3.0,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,7,Somewhat Rare
1479,Soma,Africa,377,2009,0.7,Canada,3.5,Ghana,56.13,-106.35,117,somewhat rare,Average Amount,-1.0232,7.9465,3,Somewhat Rare
1480,Soma,Conacado,387,2009,0.7,Canada,3.0,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,10,Somewhat Common
1481,Soma,Papua New Guinea,387,2009,0.7,Canada,3.5,Papua New Guinea,56.13,-106.35,117,somewhat rare,Average Amount,147.3257,-6.314993,15,Somewhat Common
1482,Soma,Madagascar,387,2009,0.7,Canada,3.75,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,56,Common
1483,Soma,Ocumare,387,2009,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,17,Common
1484,Somerville,Nicaragua,1367,2014,0.7,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,9,Somewhat Rare
1485,Somerville,"Hawaiian, Big Island",1395,2014,0.7,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
1486,Soul,Dominican Republic,1932,2017,0.7,Canada,3.25,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,37,Common
1487,Soul,Madagascar,1936,2017,0.7,Canada,3.5,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount,46.8691,-18.7669,56,Common
1488,Soul,Venezuela,1936,2017,0.75,Canada,3.5,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,21,Common
1489,Soul,Ecuador,1936,2017,0.75,Canada,3.25,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount,-78.1834,-1.8312,41,Common
1490,Soul,Papua New Guinea,1936,2017,0.77,Canada,3.25,Papua New Guinea,56.13,-106.35,117,somewhat rare,Average Amount,147.3257,-6.314993,15,Somewhat Common
1491,Soul,Tanzania,1940,2017,0.8,Canada,3.5,Tanzania,56.13,-106.35,117,somewhat rare,High Amount,34.8888,-6.369028,11,Somewhat Common
1492,Spagnvola,AgroCriso Plantation,793,2012,0.7,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,3,Somewhat Rare
1493,Spagnvola,AgroCriso Plantation,793,2012,0.8,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,3,Somewhat Rare
1494,Spagnvola,AgroCriso Plantation,793,2012,0.75,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,3,Somewhat Rare
1495,Spencer,Dominican Republic,1932,2017,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
1496,Spencer,Ecuador,1932,2017,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1497,Spencer,Peru,1932,2017,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
1498,Spencer,"Dominican Republic, lot D82R",1792,2016,0.7,Australia,3.5,Dominican Republic,-25.27,133.78,46,rare,Average Amount,-70.1627,18.7357,1,Extra Rare
1499,Spencer,"Ecuador, lot E432314L",1792,2016,0.7,Australia,3.75,Ecuador,-25.27,133.78,46,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
1500,Spencer,"Madagascar, lot M0403R",1792,2016,0.7,Australia,3.75,Madagascar,-25.27,133.78,46,rare,Average Amount,46.8691,-18.7669,1,Extra Rare
1501,Spencer,Malekula Island,1434,2014,0.72,Australia,2.75,Vanuatu,-25.27,133.78,46,rare,Average Amount,166.9592,-15.3767,1,Extra Rare
1502,Sprungli (Felchlin),Alto Beni,1057,2013,0.7,Switzerland,3.0,Bolivia,46.82,8.23,35,rare,Average Amount,-63.5887,-16.2902,8,Somewhat Rare
1503,SRSLY,Dominican Republic,1113,2013,0.7,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
1504,SRSLY,Dominican Republic,1121,2013,0.84,U.S.A.,2.25,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,37,Common
1505,Starchild,"Bolivar, Arriba",1634,2015,0.7,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
1506,Starchild,Hispaniola,1692,2015,0.7,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,7,Somewhat Rare
1507,Starchild,Cacao Verapaz,1692,2015,0.7,U.S.A.,3.0,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,1,Extra Rare
1508,Starchild,Rio Tuma,1692,2015,0.7,U.S.A.,3.0,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
1509,Starchild,Sambirano Valley,1696,2015,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,3,Somewhat Rare
1510,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,0.68,Switzerland,2.75,Brazil,46.82,8.23,35,rare,Average Amount,-51.9253,-14.235,1,Extra Rare
1511,Stella (aka Bernrain),India,729,2011,0.72,Switzerland,3.25,India,46.82,8.23,35,rare,Average Amount,82.5,20.0,1,Extra Rare
1512,Stone Grindz,"Ecuador, Midnight Dark",1291,2014,0.84,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,High Amount,-78.1834,-1.8312,1,Extra Rare
1513,Stone Grindz,"Ecuador, Twilght Dark",1291,2014,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
1514,StRita Supreme,"Samar, East Visayas region",939,2012,0.65,U.S.A.,2.5,Philippines,37.09,-95.71,738,most common,Average Amount,121.774,12.8797,3,Somewhat Rare
1515,StRita Supreme,"Samar, East Visayas region",943,2012,0.7,U.S.A.,2.5,Philippines,37.09,-95.71,738,most common,Average Amount,121.774,12.8797,3,Somewhat Rare
1516,StRita Supreme,"Samar, East Visayas region",943,2012,0.75,U.S.A.,2.75,Philippines,37.09,-95.71,738,most common,Average Amount,121.774,12.8797,3,Somewhat Rare
1517,Sublime Origins,Sambirano,1157,2013,0.67,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,19,Common
1518,Sublime Origins,Moho Valley,1157,2013,0.78,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,2,Rare
1519,Summerbird,Peru,1800,2016,0.61,Denmark,2.5,Peru,56.26,9.5,15,extra rare,Light Amount,-75.0152,-9.189967,45,Common
1520,Summerbird,Peru,1800,2016,0.71,Denmark,3.0,Peru,56.26,9.5,15,extra rare,Average Amount,-75.0152,-9.189967,45,Common
